[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[TAGS]
3956	181943	1	178020	177988	178020	99.94	12301352	1376916	I	ptg000021l
10001	14690	21192	25884	4690	4693	99.83	12301352	6231320	I	ptg000002l
11573	14705	666134	662999	3133	3136	99.78	12301352	689430	I	ptg000006l
12784	14701	20499	22419	1918	1921	99.74	12301352	4206350	I	ptg000012l
15320	16399	2302749	2301664	1080	1086	89.19	12301352	3484229	I	ptg000010l
15321	16394	1293421	1294492	1074	1072	89.20	12301352	2106960	I	ptg000018l
15322	16393	2304801	2303734	1072	1068	91.19	12301352	3484229	I	ptg000010l
17362	24213	12256	5384	6852	6873	98.56	12301352	5373063	I	ptg000004l
17362	24213	12807	5938	6852	6870	98.63	12301352	4206350	I	ptg000012l
17362	22626	169711	174978	5265	5268	99.28	12301352	174978	I	ptg000020l
112252	113860	942950	944535	1609	1586	98.01	12301352	1400484	I	ptg000023l
129483	131088	13186094	13187687	1606	1594	87.16	12301352	15395192	I	ptg000009l
161915	499632	157973	495661	337718	337689	99.94	12301352	1376916	I	ptg000021l
224131	225373	2092512	2091270	1243	1243	99.60	12301352	2332211	I	ptg000019l
224132	225376	510719	511963	1245	1245	99.76	12301352	6289172	I	ptg000005l
224132	225185	1335366	1334313	1054	1054	98.86	12301352	5809051	I	ptg000016l
224132	225372	1584168	1582928	1241	1241	99.60	12301352	5809051	I	ptg000016l
224132	225372	27214	25974	1241	1241	99.84	12301352	1376916	I	ptg000021l
241325	242353	2662942	2663971	1029	1030	99.61	12301352	3621144	I	ptg000017l
249512	250622	2055166	2056260	1111	1095	85.24	12301352	2575267	I	ptg000014l
311101	312191	1639751	1640847	1091	1097	93.83	12301352	2106960	I	ptg000018l
311102	312191	2174673	2173588	1090	1086	93.14	12301352	3621144	I	ptg000017l
311102	312186	2095789	2096882	1085	1094	92.37	12301352	2106960	I	ptg000018l
312185	313215	3162878	3163890	1031	1013	96.90	12301352	5809051	I	ptg000016l
313177	314556	3528482	3527107	1380	1376	99.13	12301352	3621144	I	ptg000017l
313177	314456	2155408	2156675	1280	1268	94.93	12301352	2332211	I	ptg000019l
313181	314473	951769	953047	1293	1279	89.38	12301352	2332211	I	ptg000019l
313258	314456	661278	662472	1199	1195	90.72	12301352	3317568	I	ptg000008l
313348	314559	1497142	1498344	1212	1203	91.22	12301352	4206350	I	ptg000012l
313348	314456	364623	363522	1109	1102	92.73	12301352	3548799	I	ptg000013l
420130	422263	2445057	2447214	2134	2158	96.02	12301352	2575267	I	ptg000014l
440600	442493	12600518	12602403	1894	1886	98.79	12301352	15395192	I	ptg000009l
442493	443858	12602682	12604047	1366	1366	99.34	12301352	15395192	I	ptg000009l
479603	598810	475620	594838	119208	119219	99.91	12301352	1376916	I	ptg000021l
527065	528314	755531	756780	1250	1250	96.08	12301352	1376916	I	ptg000021l
527066	528313	581996	580749	1248	1248	98.56	12301352	1376916	I	ptg000021l
527069	528313	12996548	12995304	1245	1245	98.63	12301352	15395192	I	ptg000009l
527072	528313	2144940	2146181	1242	1242	98.87	12301352	3454076	I	ptg000015l
527073	528313	862953	864193	1241	1241	93.23	12301352	4206350	I	ptg000012l
527073	528313	2119570	2120810	1241	1241	93.55	12301352	3454076	I	ptg000015l
568337	569585	2064189	2065438	1249	1250	98.48	12301352	4206350	I	ptg000012l
568344	569584	1892598	1891358	1241	1241	98.71	12301352	3621144	I	ptg000017l
568344	569588	1984358	1983114	1245	1245	98.55	12301352	3621144	I	ptg000017l
568344	569588	1931960	1933204	1245	1245	97.75	12301352	2106960	I	ptg000018l
568344	569587	856197	857440	1244	1244	98.71	12301352	1400484	I	ptg000023l
584718	585968	2091269	2092520	1251	1252	93.45	12301352	2332211	I	ptg000019l
584720	585967	524342	523095	1248	1248	98.56	12301352	1376916	I	ptg000021l
584720	585961	756779	755538	1242	1242	95.25	12301352	1376916	I	ptg000021l
597019	605362	593330	601670	8344	8341	99.33	12301352	1376916	I	ptg000021l
598810	625432	595118	621776	26623	26659	99.03	12301352	1376916	I	ptg000021l
603703	604775	606639	605525	1073	1115	81.92	12301352	1376916	I	ptg000021l
609173	610287	601083	600011	1115	1073	81.92	12301352	1376916	I	ptg000021l
611718	612821	4194922	4193806	1104	1117	86.33	12301352	5809051	I	ptg000016l
612824	614308	620298	621776	1485	1479	96.43	12301352	1376916	I	ptg000021l
618484	625293	614977	621776	6810	6800	97.87	12301352	1376916	I	ptg000021l
619777	632381	609176	621776	12605	12601	97.69	12301352	1376916	I	ptg000021l
626728	637118	609176	619570	10391	10395	98.38	12301352	1376916	I	ptg000021l
626843	638355	610263	621776	11513	11514	98.03	12301352	1376916	I	ptg000021l
628363	639740	610393	621776	11378	11384	98.18	12301352	1376916	I	ptg000021l
628941	739628	610694	721377	110688	110684	99.77	12301352	1376916	I	ptg000021l
629785	640018	609176	619419	10234	10244	97.95	12301352	1376916	I	ptg000021l
708124	709366	4997007	4998250	1243	1244	98.39	12301352	6289172	I	ptg000005l
708126	709370	1335366	1334122	1245	1245	98.88	12301352	5809051	I	ptg000016l
739628	843197	721532	825093	103570	103562	99.95	12301352	1376916	I	ptg000021l
773634	774885	11112108	11113358	1252	1251	94.81	12301352	15395192	I	ptg000009l
773642	774889	2144938	2146185	1248	1248	96.39	12301352	3454076	I	ptg000015l
773644	774885	581990	580749	1242	1242	95.17	12301352	1376916	I	ptg000021l
773645	774885	12996544	12995304	1241	1241	95.97	12301352	15395192	I	ptg000009l
773645	774885	14240581	14241822	1241	1242	94.69	12301352	15395192	I	ptg000009l
773645	774886	2352091	2353332	1242	1242	94.36	12301352	2575267	I	ptg000014l
773645	774886	2394329	2395570	1242	1242	94.28	12301352	2575267	I	ptg000014l
778623	779649	763556	762530	1027	1027	98.54	12301352	1376916	I	ptg000021l
780634	781660	761545	760519	1027	1027	98.54	12301352	1376916	I	ptg000021l
843092	857486	824876	839265	14395	14390	99.93	12301352	1376916	I	ptg000021l
843309	1054687	825093	1036337	211379	211245	99.69	12301352	1376916	I	ptg000021l
1053167	1156873	1034657	1138381	103707	103725	99.93	12301352	1376916	I	ptg000021l
1146796	1395339	1128302	1376908	248544	248607	99.93	12301352	1376916	I	ptg000021l
1395625	1405441	1	9819	9817	9819	99.96	12301352	3446847	I	ptg000011l
1405158	1793954	9612	398348	388797	388737	99.94	12301352	3446847	I	ptg000011l
1424171	1425340	360394	361562	1170	1169	95.13	12301352	1466902	I	ptg000022l
1442552	1444644	1668048	1665962	2093	2087	95.56	12301352	5809051	I	ptg000016l
1499248	1500450	3978590	3977357	1203	1234	84.35	12301352	5809051	I	ptg000016l
1499248	1500450	3980250	3979017	1203	1234	84.27	12301352	5809051	I	ptg000016l
1499248	1500450	4000670	3999437	1203	1234	83.55	12301352	5809051	I	ptg000016l
1499249	1500450	3976489	3975257	1202	1233	85.07	12301352	5809051	I	ptg000016l
1499250	1500450	3982068	3980837	1201	1232	84.73	12301352	5809051	I	ptg000016l
1499256	1500450	3998882	3997657	1195	1226	84.01	12301352	5809051	I	ptg000016l
1499349	1500450	4001729	4000617	1102	1113	86.33	12301352	5809051	I	ptg000016l
1636112	1637326	264777	263580	1215	1198	88.87	12301352	3446847	I	ptg000011l
1637587	1638735	276291	275162	1149	1130	84.66	12301352	3446847	I	ptg000011l
1638734	1640892	274941	272781	2159	2161	92.09	12301352	3446847	I	ptg000011l
1649840	1651034	2600114	2601317	1195	1204	93.90	12301352	6231320	I	ptg000002l
1651483	1652714	2601314	2602545	1232	1232	96.84	12301352	6231320	I	ptg000002l
1651483	1652714	3602566	3603815	1232	1250	96.73	12301352	6231320	I	ptg000002l
1659190	1660387	241714	240500	1198	1215	88.95	12301352	3446847	I	ptg000011l
1668390	1670550	245278	243122	2161	2157	92.18	12301352	3446847	I	ptg000011l
1670771	1671900	243123	241975	1130	1149	84.66	12301352	3446847	I	ptg000011l
1719447	1721424	582609	580625	1978	1985	92.33	12301352	3446847	I	ptg000011l
1793952	2153581	390677	750347	359630	359671	99.90	12301352	3446847	I	ptg000011l
1983934	1985918	325813	323836	1985	1978	92.33	12301352	3446847	I	ptg000011l
2153577	2181885	750511	778816	28309	28306	99.93	12301352	3446847	I	ptg000011l
2161892	2395037	758830	991936	233146	233107	99.89	12301352	3446847	I	ptg000011l
2210957	2216015	1085618	1080560	5059	5059	99.98	12301352	15395192	I	ptg000009l
2213840	2216015	2979173	2976998	2176	2176	99.95	12301352	3548799	I	ptg000013l
2394651	2640155	991808	1237400	245505	245593	99.91	12301352	3446847	I	ptg000011l
2428916	2431487	995566	998136	2572	2571	99.61	12301352	6231320	I	ptg000002l
2428916	2432098	4663009	4666189	3183	3181	99.62	12301352	6289172	I	ptg000005l
2428916	2434872	1342508	1336554	5957	5955	99.68	12301352	5809051	I	ptg000016l
2431813	2434872	998139	1001198	3060	3060	99.58	12301352	6231320	I	ptg000002l
2432657	2434872	4666189	4668406	2216	2218	99.68	12301352	6289172	I	ptg000005l
2640166	2730305	1234891	1325027	90140	90137	99.96	12301352	3446847	I	ptg000011l
2642904	2644753	1267905	1266070	1850	1836	78.78	12301352	3446847	I	ptg000011l
2643173	2644753	1261596	1259974	1581	1623	82.83	12301352	3446847	I	ptg000011l
2643207	2644753	1264443	1262859	1547	1585	80.13	12301352	3446847	I	ptg000011l
2662233	2663864	3052809	3051191	1632	1619	82.15	12301352	3446847	I	ptg000011l
2711651	2715718	1718077	1714079	4068	3999	97.91	12301352	3621144	I	ptg000017l
2711658	2715038	566714	570094	3381	3381	99.41	12301352	5373063	I	ptg000004l
2712799	2715714	2688145	2691061	2916	2917	99.79	12301352	3548799	I	ptg000013l
2728283	2733057	1327783	1323007	4775	4777	92.02	12301352	3446847	I	ptg000011l
2731010	2781832	1325734	1376560	50823	50827	99.93	12301352	3446847	I	ptg000011l
2781680	2795946	1376531	1390825	14267	14295	99.80	12301352	3446847	I	ptg000011l
2781832	2823647	1376683	1418522	41816	41840	99.88	12301352	3446847	I	ptg000011l
2803603	2946618	1398486	1541513	143016	143028	99.94	12301352	3446847	I	ptg000011l
2898452	2899480	12978011	12976972	1029	1040	92.65	12301352	15395192	I	ptg000009l
2898678	2900042	2174401	2173021	1365	1381	91.69	12301352	3621144	I	ptg000017l
2900970	2902144	274405	275580	1175	1176	99.40	12301352	2106960	I	ptg000018l
2908352	2909553	2168858	2170061	1202	1204	78.17	12301352	6231320	I	ptg000002l
2943610	2944786	1729423	1728276	1177	1148	85.58	12301352	3446847	I	ptg000011l
2946618	3479451	1541648	2074555	532834	532908	99.96	12301352	3446847	I	ptg000011l
3022313	3023553	1465176	1466416	1241	1241	98.31	12301352	15395192	I	ptg000009l
3022313	3023553	1479909	1478669	1241	1241	98.07	12301352	15395192	I	ptg000009l
3022313	3023553	2356735	2357975	1241	1241	99.27	12301352	15395192	I	ptg000009l
3022313	3023553	1405485	1406724	1241	1240	97.58	12301352	3454076	I	ptg000015l
3022313	3023553	3099273	3098034	1241	1240	98.31	12301352	3621144	I	ptg000017l
3037123	3038188	1704805	1703701	1066	1105	87.92	12301352	3446847	I	ptg000011l
3094207	3097022	1692061	1689246	2816	2816	90.67	12301352	3446847	I	ptg000011l
3097902	3099816	3580925	3582838	1915	1914	87.44	12301352	15395192	I	ptg000009l
