[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[TAGS]
1	10006	5476439	5466434	10006	10006	100.00	12301352	5477042	I	ptg000005l
3002	10007	3118979	3111975	7006	7005	99.93	12301352	3118979	I	ptg000014l
10001	14701	2691	7395	4701	4705	99.85	12301352	3809942	I	ptg000017l
10001	14701	29581	34285	4701	4705	99.85	12301352	3809942	I	ptg000017l
10001	279722	16000	285798	269722	269799	99.78	12301352	1920534	I	ptg000020l
10001	14705	3659071	3654364	4705	4708	99.87	12301352	3677210	I	ptg000022l
10001	14705	2000199	1995491	4705	4709	99.68	12301352	2073695	I	ptg000027l
15320	16326	754516	753503	1007	1014	89.49	12301352	1935132	I	ptg000015l
15321	16394	224822	223751	1074	1072	89.10	12301352	2073695	I	ptg000027l
15321	16393	290942	292014	1073	1073	90.42	12301352	2073695	I	ptg000027l
15322	16327	756560	755558	1006	1003	91.30	12301352	1935132	I	ptg000015l
17362	24221	8443607	8450477	6860	6871	98.74	12301352	8507795	I	ptg000001l
17362	24221	8460465	8467335	6860	6871	98.74	12301352	8507795	I	ptg000001l
17362	24221	8479281	8486151	6860	6871	98.74	12301352	8507795	I	ptg000001l
17362	24221	8497323	8504193	6860	6871	98.74	12301352	8507795	I	ptg000001l
17362	23320	5970	1	5959	5970	99.08	12301352	2993766	I	ptg000010l
17362	24221	8961	2091	6860	6871	98.74	12301352	4081012	I	ptg000016l
17362	24221	16502	9632	6860	6871	98.74	12301352	3809942	I	ptg000017l
17362	24221	43392	36522	6860	6871	98.74	12301352	3809942	I	ptg000017l
17362	24221	2015432	2022308	6860	6877	98.64	12301352	2073695	I	ptg000027l
17362	24221	2051133	2058003	6860	6871	98.72	12301352	2073695	I	ptg000027l
17362	23080	2067966	2073695	5719	5730	99.11	12301352	2073695	I	ptg000027l
17362	24221	7210	340	6860	6871	98.74	12301352	40728	I	ptg000032l
17362	23443	34636	40728	6082	6093	99.08	12301352	40728	I	ptg000032l
17362	24221	10756	3886	6860	6871	98.74	12301352	47871	I	ptg000035l
17362	24221	45413	38543	6860	6871	98.74	12301352	47871	I	ptg000035l
23130	24221	8471401	8470310	1092	1092	96.72	12301352	8507795	I	ptg000001l
26195	28029	8450477	8452335	1835	1859	93.37	12301352	8507795	I	ptg000001l
26195	28029	8467335	8469206	1835	1872	92.73	12301352	8507795	I	ptg000001l
26195	28029	8486151	8488014	1835	1864	93.12	12301352	8507795	I	ptg000001l
26195	28029	8504193	8506056	1835	1864	93.12	12301352	8507795	I	ptg000001l
26195	28029	2091	228	1835	1864	93.12	12301352	4081012	I	ptg000016l
26195	28029	9632	7773	1835	1860	93.32	12301352	3809942	I	ptg000017l
26195	28029	36522	34663	1835	1860	93.32	12301352	3809942	I	ptg000017l
26195	28029	2022308	2024123	1835	1816	94.49	12301352	2073695	I	ptg000027l
26195	28029	2058003	2059864	1835	1862	93.22	12301352	2073695	I	ptg000027l
26195	28029	3886	2006	1835	1881	92.29	12301352	47871	I	ptg000035l
26195	28029	38543	36663	1835	1881	92.29	12301352	47871	I	ptg000035l
26880	28029	15148	16293	1150	1146	96.61	12301352	40728	I	ptg000032l
29928	31171	6880809	6882052	1244	1244	99.04	12301352	8507795	I	ptg000001l
29930	31172	1652291	1651049	1243	1243	99.52	12301352	1784768	I	ptg000009l
29931	31171	231445	230205	1241	1241	99.92	12301352	1920534	I	ptg000020l
112252	113860	4355011	4356596	1609	1586	98.01	12301352	8507795	I	ptg000001l
112252	113860	1106373	1107980	1609	1608	99.81	12301352	3809942	I	ptg000017l
112252	113986	635535	637268	1735	1734	99.88	12301352	3677210	I	ptg000022l
129483	131088	6495978	6497571	1606	1594	87.16	12301352	8810474	I	ptg000008l
133961	135317	5184590	5185949	1357	1360	96.55	12301352	6108852	I	ptg000002l
224127	225372	657646	656402	1246	1245	99.44	12301352	6108852	I	ptg000002l
224131	225372	2067644	2068885	1242	1242	99.76	12301352	8810474	I	ptg000008l
224131	225373	2580084	2578842	1243	1243	99.60	12301352	2819600	I	ptg000025l
224132	225376	506248	507492	1245	1245	99.76	12301352	2939645	I	ptg000003l
224132	225372	1651050	1652290	1241	1241	99.36	12301352	1784768	I	ptg000009l
224132	225376	1702505	1701261	1245	1245	99.12	12301352	1784768	I	ptg000009l
224132	225372	37207	35967	1241	1241	99.84	12301352	1920534	I	ptg000020l
224132	225185	1316105	1315052	1054	1054	98.67	12301352	1431458	I	ptg000021l
224132	225372	1258629	1259869	1241	1241	97.99	12301352	3677210	I	ptg000022l
224132	225372	1503631	1504871	1241	1241	99.60	12301352	3677210	I	ptg000022l
241324	242353	4743337	4742307	1030	1031	99.71	12301352	8507795	I	ptg000001l
241325	242353	5742756	5741727	1029	1030	99.71	12301352	8507795	I	ptg000001l
249512	250622	3528684	3529778	1111	1095	85.16	12301352	4276361	I	ptg000011l
279739	297986	285774	304082	18248	18309	99.35	12301352	1920534	I	ptg000020l
297969	320532	303975	326559	22564	22585	99.84	12301352	1920534	I	ptg000020l
311100	312191	1319380	1318291	1092	1090	92.98	12301352	1784768	I	ptg000009l
311102	312191	6238989	6240069	1090	1081	92.59	12301352	8507795	I	ptg000001l
311102	312186	590346	591449	1085	1104	89.75	12301352	2819600	I	ptg000025l
313177	314556	4901402	4902779	1380	1378	98.99	12301352	8507795	I	ptg000001l
313177	314456	2642964	2644231	1280	1268	95.01	12301352	2819600	I	ptg000025l
313180	314456	7162510	7161242	1277	1269	95.32	12301352	8507795	I	ptg000001l
313181	314473	1442157	1443435	1293	1279	89.38	12301352	2819600	I	ptg000025l
313348	314456	2772296	2773397	1109	1102	92.73	12301352	3118979	I	ptg000014l
313348	314559	1496628	1497830	1212	1203	90.72	12301352	4081012	I	ptg000016l
320784	380272	326560	386052	59489	59493	99.85	12301352	1920534	I	ptg000020l
380119	413557	385661	419038	33439	33378	99.52	12301352	1920534	I	ptg000020l
413522	482350	419045	487873	68829	68829	99.84	12301352	1920534	I	ptg000020l
420130	422263	3939377	3941535	2134	2159	96.02	12301352	4276361	I	ptg000011l
420392	422263	3944781	3942882	1872	1900	95.79	12301352	4276361	I	ptg000011l
440600	442493	5915496	5917381	1894	1886	98.84	12301352	8810474	I	ptg000008l
440601	443226	28580	31205	2626	2626	99.24	12301352	3698679	I	ptg000018l
442493	443858	5917660	5919025	1366	1366	99.34	12301352	8810474	I	ptg000008l
482315	511120	489263	518049	28806	28787	99.86	12301352	1920534	I	ptg000020l
511116	561845	518106	568804	50730	50699	99.36	12301352	1920534	I	ptg000020l
527066	528313	593521	592274	1248	1248	97.44	12301352	1920534	I	ptg000020l
527072	528313	112812	111571	1242	1242	98.95	12301352	2262868	I	ptg000023l
527073	528314	4377805	4376564	1242	1242	98.79	12301352	5477042	I	ptg000005l
527073	528314	4932880	4934121	1242	1242	98.95	12301352	8810474	I	ptg000008l
561009	570476	568530	577964	9468	9435	98.70	12301352	1920534	I	ptg000020l
568337	569585	2064088	2065337	1249	1250	98.48	12301352	4081012	I	ptg000016l
568338	569590	5995477	5996729	1253	1253	98.56	12301352	6108852	I	ptg000002l
568341	569584	2068888	2067645	1244	1244	97.67	12301352	8810474	I	ptg000008l
568344	569587	4268245	4269488	1244	1244	98.63	12301352	8507795	I	ptg000001l
568344	569584	6417770	6419010	1241	1241	98.87	12301352	8507795	I	ptg000001l
568344	569584	1673374	1674614	1241	1241	98.71	12301352	2993766	I	ptg000010l
568346	569588	427244	428486	1243	1243	97.51	12301352	2819600	I	ptg000025l
569601	576788	577252	584435	7188	7184	99.37	12301352	1920534	I	ptg000020l
576363	597284	583916	604839	20922	20924	99.74	12301352	1920534	I	ptg000020l
584718	585961	111569	112812	1244	1244	97.51	12301352	2262868	I	ptg000023l
584718	585968	2578841	2580092	1251	1252	93.45	12301352	2819600	I	ptg000025l
584720	585960	4376565	4377805	1241	1241	97.34	12301352	5477042	I	ptg000005l
584720	585960	4934120	4932880	1241	1241	97.50	12301352	8810474	I	ptg000008l
584720	585967	535295	534048	1248	1248	98.08	12301352	1920534	I	ptg000020l
584720	585960	575837	577074	1241	1238	93.96	12301352	1920534	I	ptg000020l
597019	598467	605196	606649	1449	1454	93.28	12301352	1920534	I	ptg000020l
597287	598951	604981	606649	1665	1669	93.62	12301352	1920534	I	ptg000020l
597621	599695	604574	606649	2075	2076	93.10	12301352	1920534	I	ptg000020l
599091	605290	604574	610802	6200	6229	96.86	12301352	1920534	I	ptg000020l
599270	601145	604572	606488	1876	1917	91.21	12301352	1920534	I	ptg000020l
605292	609296	610936	614944	4005	4009	99.83	12301352	1920534	I	ptg000020l
609173	610287	610273	609207	1115	1067	81.47	12301352	1920534	I	ptg000020l
611172	618619	614945	622283	7448	7339	96.59	12301352	1920534	I	ptg000020l
611718	612821	936059	934942	1104	1118	86.25	12301352	2533153	I	ptg000019l
611719	612821	1430548	1431649	1103	1102	90.49	12301352	3118979	I	ptg000014l
611719	612824	1893252	1894356	1106	1105	87.34	12301352	3698679	I	ptg000018l
612824	621262	619463	627805	8439	8343	96.33	12301352	1920534	I	ptg000020l
612824	620566	620147	627805	7743	7659	96.51	12301352	1920534	I	ptg000020l
612824	618201	622455	627805	5378	5351	96.71	12301352	1920534	I	ptg000020l
612824	617784	622861	627805	4961	4945	96.82	12301352	1920534	I	ptg000020l
616301	627657	616597	627805	11357	11209	96.18	12301352	1920534	I	ptg000020l
619210	624729	622304	627797	5520	5494	96.64	12301352	1920534	I	ptg000020l
627980	639259	616597	627737	11280	11141	96.31	12301352	1920534	I	ptg000020l
629292	640018	616660	627247	10727	10588	96.49	12301352	1920534	I	ptg000020l
629960	641275	617875	629063	11316	11189	96.74	12301352	1920534	I	ptg000020l
641277	739628	629159	727529	98352	98371	99.68	12301352	1920534	I	ptg000020l
708125	709366	5847836	5849077	1242	1242	97.50	12301352	8507795	I	ptg000001l
708125	709366	1674615	1673374	1242	1242	98.15	12301352	2993766	I	ptg000010l
708126	709366	534055	535295	1241	1241	92.59	12301352	1920534	I	ptg000020l
708126	709366	577074	575837	1241	1238	97.82	12301352	1920534	I	ptg000020l
708126	709367	593514	592273	1242	1242	94.52	12301352	1920534	I	ptg000020l
708126	709370	1316105	1314861	1245	1245	98.88	12301352	1431458	I	ptg000021l
739628	772368	727684	760394	32741	32711	99.46	12301352	1920534	I	ptg000020l
772477	773646	760395	761563	1170	1169	99.40	12301352	1920534	I	ptg000020l
773637	774886	534047	535296	1250	1250	95.52	12301352	1920534	I	ptg000020l
773640	774889	577078	575833	1250	1246	94.64	12301352	1920534	I	ptg000020l
773642	774889	112814	111567	1248	1248	96.47	12301352	2262868	I	ptg000023l
