[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[TAGS]
4490	10007	1	5518	5518	5518	100.00	12301352	2866725	I	ptg000012l
10001	26887	4972892	4956001	16887	16892	99.78	12301352	5004854	I	ptg000008l
12784	14705	7437	9361	1922	1925	99.69	12301352	5031951	I	ptg000003l
12784	14705	9541	11468	1922	1928	99.53	12301352	5031951	I	ptg000003l
15316	16394	5899438	5898365	1079	1074	91.12	12301352	6365826	I	ptg000021l
15320	16326	30525	29513	1007	1013	89.58	12301352	1216443	I	ptg000019l
15321	16393	1742818	1741746	1073	1073	90.61	12301352	3105890	I	ptg000017l
15321	16394	1805313	1806386	1074	1074	89.11	12301352	3105890	I	ptg000017l
15322	16327	32573	31571	1006	1003	91.21	12301352	1216443	I	ptg000019l
26886	59541	4956115	4923488	32656	32628	99.82	12301352	5004854	I	ptg000008l
29928	31171	1521196	1519953	1244	1244	99.20	12301352	5031951	I	ptg000003l
29931	31171	4756965	4758205	1241	1241	100.00	12301352	5004854	I	ptg000008l
59533	148236	4922743	4834028	88704	88716	99.70	12301352	5004854	I	ptg000008l
112252	113860	4058463	4056878	1609	1586	98.01	12301352	5031951	I	ptg000003l
129483	131088	448471	450064	1606	1594	87.16	12301352	2747909	I	ptg000007l
133961	135317	2065081	2066440	1357	1360	96.55	12301352	5004854	I	ptg000008l
148376	297949	4834027	4684333	149574	149695	99.74	12301352	5004854	I	ptg000008l
224127	225372	1140045	1141289	1246	1245	99.44	12301352	1502119	I	ptg000020l
224129	225373	3769615	3768371	1245	1245	99.60	12301352	5168092	I	ptg000009l
224131	225372	1519952	1521193	1242	1242	99.03	12301352	5031951	I	ptg000003l
224131	225372	956693	955452	1242	1242	99.52	12301352	1428616	I	ptg000004l
224131	225372	7516561	7515320	1242	1242	99.76	12301352	8417866	I	ptg000006l
224131	225373	411910	413152	1243	1243	99.60	12301352	1973670	I	ptg000024l
224132	225376	485321	486565	1245	1245	99.76	12301352	2671970	I	ptg000001l
224132	225372	833258	832018	1241	1241	99.52	12301352	1428616	I	ptg000004l
224132	225372	4951830	4953070	1241	1241	99.76	12301352	5004854	I	ptg000008l
224132	225372	1511665	1512905	1241	1241	99.52	12301352	3702568	I	ptg000011l
224132	225376	144771	143527	1245	1245	99.52	12301352	1667780	I	ptg000018l
224132	225372	239086	237846	1241	1241	98.95	12301352	1667780	I	ptg000018l
241324	242353	3667533	3668562	1030	1030	99.42	12301352	5031951	I	ptg000003l
241325	242353	2677469	2678498	1029	1030	99.61	12301352	5031951	I	ptg000003l
249512	250622	1993283	1994377	1111	1095	85.24	12301352	2116193	I	ptg000026l
298041	313250	4684331	4669124	15210	15208	99.91	12301352	5004854	I	ptg000008l
311100	312186	927404	928490	1087	1087	92.33	12301352	5031951	I	ptg000003l
311102	312191	2176511	2175426	1090	1086	92.59	12301352	5031951	I	ptg000003l
311102	312186	2609166	2610259	1085	1094	92.37	12301352	3105890	I	ptg000017l
312185	313215	1836607	1835591	1031	1017	96.80	12301352	1949589	I	ptg000015l
312186	313294	1156008	1157120	1109	1113	94.19	12301352	1428616	I	ptg000004l
313177	314556	3507565	3506190	1380	1376	99.13	12301352	5031951	I	ptg000003l
313180	314456	1210043	1211310	1277	1268	95.39	12301352	1401082	I	ptg000002l
313181	314473	1567307	1566029	1293	1279	89.38	12301352	1973670	I	ptg000024l
313258	314456	138788	137594	1199	1195	90.72	12301352	803969	I	ptg000022l
313348	314456	2505966	2507067	1109	1102	92.73	12301352	5031951	I	ptg000003l
313571	319009	4669119	4663688	5439	5432	99.19	12301352	5004854	I	ptg000008l
317905	378797	4665188	4604303	60893	60886	99.84	12301352	5004854	I	ptg000008l
377775	380272	4604312	4601801	2498	2512	98.96	12301352	5004854	I	ptg000008l
380119	481856	4602192	4500456	101738	101737	99.76	12301352	5004854	I	ptg000008l
420130	422263	229900	227742	2134	2159	96.02	12301352	503757	I	ptg000037l
481857	511120	4495877	4466638	29264	29240	99.82	12301352	5004854	I	ptg000008l
511116	556401	4466581	4421302	45286	45280	99.61	12301352	5004854	I	ptg000008l
527066	528313	4384672	4385919	1248	1248	97.60	12301352	5004854	I	ptg000008l
527072	528313	474353	475594	1242	1242	98.95	12301352	1745677	I	ptg000014l
527073	528313	448961	450201	1241	1241	93.55	12301352	1745677	I	ptg000014l
527073	528313	2007254	2006014	1241	1241	98.23	12301352	6365826	I	ptg000021l
