[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[TAGS]
1	10007	4271	14277	10007	10007	100.00	12301352	4802626	I	ptg000008l
10001	14705	1575777	1580487	4705	4711	99.64	12301352	3462059	I	ptg000015l
10001	14705	211012	206306	4705	4707	99.68	12301352	231061	I	ptg000035l
10001	14705	222586	217880	4705	4707	99.66	12301352	231061	I	ptg000035l
15316	16394	429003	430076	1079	1074	91.12	12301352	4802626	I	ptg000008l
15320	16399	3900886	3899808	1080	1079	88.55	12301352	7999062	I	ptg000009l
15321	16393	3295655	3294583	1073	1073	89.78	12301352	3462059	I	ptg000015l
15321	16394	3354062	3355135	1074	1074	89.21	12301352	3462059	I	ptg000015l
15322	16393	3902934	3901867	1072	1068	91.19	12301352	7999062	I	ptg000009l
17257	25391	606773	614905	8135	8133	99.94	12301352	652177	I	ptg000021l
17257	25234	622880	614905	7978	7976	99.94	12301352	652177	I	ptg000021l
17257	25391	624668	632800	8135	8133	99.94	12301352	652177	I	ptg000021l
21169	25234	636863	632800	4066	4064	99.95	12301352	652177	I	ptg000021l
28347	200357	606774	434768	172011	172007	99.75	12301352	652177	I	ptg000021l
28347	29657	622879	624187	1311	1309	99.85	12301352	652177	I	ptg000021l
29928	31171	793514	792271	1244	1244	99.12	12301352	1080712	I	ptg000003l
112252	113986	89889	88156	1735	1734	99.83	12301352	1080712	I	ptg000003l
112252	113860	837458	839044	1609	1587	98.14	12301352	3043553	I	ptg000022l
129483	131088	497099	498692	1606	1594	87.16	12301352	2633200	I	ptg000002l
133961	135317	4936706	4938065	1357	1360	96.55	12301352	5534549	I	ptg000006l
200284	238902	434757	396104	38619	38654	99.82	12301352	652177	I	ptg000021l
224127	225372	363880	362636	1246	1245	99.44	12301352	5534549	I	ptg000006l
224129	225373	1383752	1384996	1245	1245	99.52	12301352	11045720	I	ptg000016l
224131	225372	792270	793511	1242	1242	98.95	12301352	1080712	I	ptg000003l
224131	225373	238604	239846	1243	1243	99.68	12301352	1741902	I	ptg000028l
224132	225372	1549069	1550309	1241	1241	99.36	12301352	2633200	I	ptg000002l
224132	225376	2158861	2157617	1245	1245	99.76	12301352	2680035	I	ptg000004l
224132	225372	414890	416130	1241	1241	99.52	12301352	2596238	I	ptg000013l
224132	225372	752237	750997	1241	1241	99.60	12301352	1207947	I	ptg000017l
224132	225372	603952	605192	1241	1241	99.84	12301352	652177	I	ptg000021l
224132	225372	97543	96303	1241	1241	99.60	12301352	437936	I	ptg000023l
224132	225185	1285095	1284042	1054	1054	99.53	12301352	1401692	I	ptg000031l
224132	225372	342043	343283	1241	1241	99.27	12301352	475691	I	ptg000038l
224132	225376	393462	392218	1245	1245	99.44	12301352	475691	I	ptg000038l
238843	297986	396107	337016	59144	59092	99.67	12301352	652177	I	ptg000021l
241324	242353	1228575	1227546	1030	1030	99.52	12301352	3043553	I	ptg000022l
241325	242353	2177362	2176333	1029	1030	99.71	12301352	3043553	I	ptg000022l
249512	250622	436215	437309	1111	1095	85.24	12301352	927366	I	ptg000033l
297969	380167	337123	254874	82199	82250	99.73	12301352	652177	I	ptg000021l
311100	312186	202771	203857	1087	1087	92.33	12301352	1080712	I	ptg000003l
311100	312191	12563	11474	1092	1090	92.98	12301352	475691	I	ptg000038l
311102	312186	740458	741552	1085	1095	92.38	12301352	977992	I	ptg000020l
311102	312191	2677160	2678245	1090	1086	92.31	12301352	3043553	I	ptg000022l
312183	313215	502594	501564	1033	1031	94.98	12301352	977992	I	ptg000020l
312185	313215	759355	760367	1031	1013	96.99	12301352	1207947	I	ptg000017l
313177	314556	1388598	1389973	1380	1376	99.13	12301352	3043553	I	ptg000022l
313177	314456	175724	174457	1280	1268	95.01	12301352	1741902	I	ptg000028l
313181	314473	1356807	1355529	1293	1279	89.45	12301352	1741902	I	ptg000028l
313255	314302	285023	286060	1048	1038	92.95	12301352	977992	I	ptg000020l
313348	314456	347147	346046	1109	1102	92.64	12301352	884860	I	ptg000011l
313348	314456	2349184	2348083	1109	1102	92.73	12301352	3043553	I	ptg000022l
380224	412953	255146	222473	32730	32674	99.63	12301352	652177	I	ptg000021l
413060	472491	222474	163056	59432	59419	99.80	12301352	652177	I	ptg000021l
440600	442493	132842	134727	1894	1886	98.89	12301352	328450	I	ptg000024l
440601	443226	3118905	3121530	2626	2626	99.24	12301352	11045720	I	ptg000016l
441304	443226	3129811	3127889	1923	1923	99.27	12301352	11045720	I	ptg000016l
442493	443858	135006	136357	1366	1352	98.32	12301352	328450	I	ptg000024l
458365	472876	177180	162671	14512	14510	99.61	12301352	652177	I	ptg000021l
472459	481856	162782	153384	9398	9399	99.83	12301352	652177	I	ptg000021l
481857	511120	148805	119558	29264	29248	99.84	12301352	652177	I	ptg000021l
481870	482885	502593	501559	1016	1035	94.80	12301352	977992	I	ptg000020l
511116	556711	119501	73981	45596	45521	99.68	12301352	652177	I	ptg000021l
527066	528313	39580	40826	1248	1247	98.08	12301352	652177	I	ptg000021l
527069	528313	306722	305478	1245	1245	98.80	12301352	2633200	I	ptg000002l
527072	528313	1281789	1280548	1242	1242	98.95	12301352	1743263	I	ptg000018l
527073	528313	4291459	4292699	1241	1241	98.23	12301352	4802626	I	ptg000008l
527073	528313	59124	60365	1241	1242	92.67	12301352	652177	I	ptg000021l
555798	561845	74050	68099	6048	5952	97.77	12301352	652177	I	ptg000021l
561009	570432	67701	58276	9424	9426	98.67	12301352	652177	I	ptg000021l
568342	569584	750995	752237	1243	1243	97.67	12301352	1207947	I	ptg000017l
568344	569587	749488	750731	1244	1244	98.55	12301352	3043553	I	ptg000022l
568344	569585	41582	40341	1242	1242	98.39	12301352	184496	I	ptg000050l
568346	569588	577111	578353	1243	1243	98.47	12301352	977992	I	ptg000020l
569601	570682	58850	57768	1082	1083	93.93	12301352	652177	I	ptg000021l
570680	576882	55093	48888	6203	6206	98.32	12301352	652177	I	ptg000021l
576267	597617	49281	27927	21351	21355	99.44	12301352	652177	I	ptg000021l
584713	585961	962975	964222	1249	1248	92.96	12301352	1631817	I	ptg000025l
584718	585961	1280546	1281789	1244	1244	97.51	12301352	1743263	I	ptg000018l
584718	585968	239847	238596	1251	1252	93.53	12301352	1741902	I	ptg000028l
584720	585960	4292699	4291459	1241	1241	96.78	12301352	4802626	I	ptg000008l
584720	585967	102311	103557	1248	1247	97.36	12301352	652177	I	ptg000021l
597018	599876	26977	23948	2859	3030	88.66	12301352	652177	I	ptg000021l
597362	601145	28526	24674	3784	3853	90.12	12301352	652177	I	ptg000021l
597617	612824	27504	12276	15208	15229	97.05	12301352	652177	I	ptg000021l
597617	601145	27646	24129	3529	3518	91.63	12301352	652177	I	ptg000021l
603703	604775	14801	15911	1073	1111	81.20	12301352	652177	I	ptg000021l
604225	605362	11577	10432	1138	1146	95.23	12301352	652177	I	ptg000021l
609173	610287	20326	21392	1115	1067	81.47	12301352	652177	I	ptg000021l
611718	612821	634744	633628	1104	1117	86.33	12301352	2247143	I	ptg000014l
611719	612824	4896075	4897179	1106	1105	87.34	12301352	11045720	I	ptg000016l
612824	613860	1024	1	1037	1024	96.25	12301352	652177	I	ptg000021l
612824	614834	1995	1	2011	1995	96.62	12301352	652177	I	ptg000021l
612824	617337	4482	1	4514	4482	96.48	12301352	652177	I	ptg000021l
612824	616673	3093	6939	3850	3847	96.73	12301352	758650	I	ptg000026l
612824	615143	4621	6939	2320	2319	96.55	12301352	758650	I	ptg000026l
613092	616486	8504	5131	3395	3374	96.65	12301352	652177	I	ptg000021l
615456	620849	8504	3143	5394	5362	96.46	12301352	652177	I	ptg000021l
616267	619753	1	3486	3487	3486	97.25	12301352	758650	I	ptg000026l
617320	622482	5131	1	5163	5131	96.48	12301352	652177	I	ptg000021l
620185	628738	8504	1	8554	8504	96.69	12301352	652177	I	ptg000021l
620576	627518	1	6939	6943	6939	96.99	12301352	758650	I	ptg000026l
627112	634050	1	6939	6939	6939	96.89	12301352	758650	I	ptg000026l
631165	639709	8504	1	8545	8504	96.80	12301352	652177	I	ptg000021l
632810	639690	1	6889	6881	6889	97.26	12301352	758650	I	ptg000026l
639972	641275	6893	8196	1304	1304	99.00	12301352	758650	I	ptg000026l
641277	703403	8292	70482	62127	62191	99.38	12301352	758650	I	ptg000026l
703582	708130	70482	75030	4549	4549	99.67	12301352	758650	I	ptg000026l
708123	709366	792268	793511	1244	1244	99.04	12301352	1080712	I	ptg000003l
708124	709368	819897	821141	1245	1245	98.07	12301352	2633200	I	ptg000002l
708124	709366	1132814	1134057	1243	1244	98.23	12301352	2596238	I	ptg000013l
708126	709370	1285095	1283851	1245	1245	99.44	12301352	1401692	I	ptg000031l
709364	739628	75036	105255	30265	30220	99.56	12301352	758650	I	ptg000026l
739628	742125	105411	107943	2498	2533	98.38	12301352	758650	I	ptg000026l
742252	773647	107940	139231	31396	31292	99.28	12301352	758650	I	ptg000026l
773637	774886	103558	102310	1250	1249	96.40	12301352	652177	I	ptg000021l
773642	774889	1281791	1280544	1248	1248	96.47	12301352	1743263	I	ptg000018l
773644	774885	526364	527599	1242	1236	94.28	12301352	1080712	I	ptg000003l
773644	774889	1411921	1410677	1246	1245	94.39	12301352	1631817	I	ptg000025l
773645	774885	306718	305478	1241	1241	96.45	12301352	2633200	I	ptg000002l
773645	774885	1549069	1550309	1241	1241	94.76	12301352	2633200	I	ptg000002l
773645	774885	1637321	1636081	1241	1241	94.76	12301352	2633200	I	ptg000002l
773645	774885	4291459	4292699	1241	1241	95.81	12301352	4802626	I	ptg000008l
773645	774886	1485981	1484740	1242	1242	95.01	12301352	11045720	I	ptg000016l
773645	774885	1498227	1499467	1241	1241	94.76	12301352	11045720	I	ptg000016l
773645	774885	39586	40826	1241	1241	96.21	12301352	652177	I	ptg000021l
774881	779649	139231	143984	4769	4754	99.25	12301352	758650	I	ptg000026l
778623	780141	146161	144644	1519	1518	99.21	12301352	758650	I	ptg000026l
780138	781660	144480	142958	1523	1523	99.34	12301352	758650	I	ptg000026l
780634	782264	145135	146764	1631	1630	99.69	12301352	758650	I	ptg000026l
782250	848891	146790	213420	66642	66631	99.42	12301352	758650	I	ptg000026l
848551	849609	213260	214321	1059	1062	96.99	12301352	758650	I	ptg000026l
