[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[TAGS]
1	10006	21804	31809	10006	10006	100.00	12301352	100778	I	ptg000060l
485	10006	1	9521	9522	9521	99.99	12301352	604020	I	ptg000030l
10001	14690	16378	21071	4690	4694	99.81	12301352	2355906	I	ptg000004l
10001	14705	20691	25401	4705	4711	99.64	12301352	5555486	I	ptg000015l
10001	14705	12267	16974	4705	4708	99.81	12301352	604020	I	ptg000030l
10001	14705	23762	28464	4705	4703	99.68	12301352	604020	I	ptg000030l
10001	14701	2538420	2533716	4701	4705	99.74	12301352	2550213	I	ptg000036l
10001	14705	34555	39263	4705	4709	99.75	12301352	100778	I	ptg000060l
10001	14705	43711	48419	4705	4709	99.75	12301352	100778	I	ptg000060l
10001	14705	54964	59672	4705	4709	99.79	12301352	100778	I	ptg000060l
10001	14705	158676	153966	4705	4711	99.66	12301352	181194	I	ptg000069l
10001	14705	137026	132319	4705	4708	99.72	12301352	143185	I	ptg000082l
10001	14476	137786	142264	4476	4479	99.71	12301352	143185	I	ptg000082l
11400	14705	9784	13095	3306	3312	99.61	12301352	5555486	I	ptg000015l
11400	14705	169584	166272	3306	3313	99.55	12301352	181194	I	ptg000069l
15321	16393	253036	251966	1073	1071	89.56	12301352	1466110	I	ptg000037l
15321	16393	316437	317508	1073	1072	90.40	12301352	1466110	I	ptg000037l
22598	25932	11056	14396	3335	3341	99.76	12301352	79622	I	ptg000052l
26619	28029	16933	18357	1411	1425	99.02	12301352	79622	I	ptg000052l
26619	28027	16933	18355	1409	1423	99.02	12301352	79622	I	ptg000052l
28294	29932	18355	20012	1639	1658	98.67	12301352	79622	I	ptg000052l
29931	31173	928137	926895	1243	1243	98.71	12301352	2045532	I	ptg000002l
31170	52685	20011	41542	21516	21532	99.68	12301352	79622	I	ptg000052l
52959	63688	41541	52301	10730	10761	99.13	12301352	79622	I	ptg000052l
63676	90827	52461	79621	27152	27161	99.61	12301352	79622	I	ptg000052l
90895	103846	1	13007	12952	13007	99.32	12301352	421903	I	ptg000016l
104259	145604	13017	54344	41346	41328	99.70	12301352	421903	I	ptg000016l
112250	113987	14395	16132	1738	1738	99.83	12301352	79622	I	ptg000052l
112252	113986	3461958	3463691	1735	1734	99.94	12301352	3563685	I	ptg000017l
112252	113986	2906807	2905078	1735	1730	99.54	12301352	3621240	I	ptg000027l
129483	131088	19344	17751	1606	1594	87.16	12301352	126543	I	ptg000075l
145546	193025	54354	101819	47480	47466	99.71	12301352	421903	I	ptg000016l
193138	242064	101972	151012	48927	49041	99.55	12301352	421903	I	ptg000016l
224131	225205	1735597	1734523	1075	1075	98.42	12301352	2045532	I	ptg000002l
224131	225374	469098	467855	1244	1244	99.44	12301352	555246	I	ptg000041l
224131	225372	29211	27970	1242	1242	98.47	12301352	358062	I	ptg000055l
224132	225372	803988	805223	1241	1236	98.95	12301352	842107	I	ptg000022l
224132	225372	130514	129274	1241	1241	99.76	12301352	958269	I	ptg000029l
224132	225372	258761	257521	1241	1241	99.52	12301352	958269	I	ptg000029l
224132	225376	875142	873898	1245	1245	99.60	12301352	958269	I	ptg000029l
224132	225376	341309	340065	1245	1245	99.68	12301352	821424	I	ptg000059l
241324	242353	637205	636175	1030	1031	99.52	12301352	3563685	I	ptg000017l
241325	242353	1597237	1596208	1029	1030	99.81	12301352	3563685	I	ptg000017l
242218	284041	151013	192880	41824	41868	99.78	12301352	421903	I	ptg000016l
249512	250622	5503729	5504823	1111	1095	85.16	12301352	6095248	I	ptg000006l
284303	290117	192881	198708	5815	5828	98.65	12301352	421903	I	ptg000016l
290119	297926	198636	206447	7808	7812	99.85	12301352	421903	I	ptg000016l
298029	312191	206400	220566	14163	14167	99.83	12301352	421903	I	ptg000016l
311100	312186	839582	838488	1087	1095	92.73	12301352	3563685	I	ptg000017l
311100	312186	3348057	3346972	1087	1086	92.41	12301352	3563685	I	ptg000017l
311102	312186	220998	219905	1085	1094	92.46	12301352	765645	I	ptg000014l
311102	312191	2150329	2151382	1090	1054	90.39	12301352	3563685	I	ptg000017l
312130	313215	97043	98127	1086	1085	92.95	12301352	1466110	I	ptg000037l
312185	313215	66073	65061	1031	1013	97.38	12301352	842107	I	ptg000022l
312185	313215	8010	6973	1031	1038	95.68	12301352	358062	I	ptg000055l
312186	313294	455673	456784	1109	1112	93.92	12301352	958269	I	ptg000029l
312412	318991	219748	226320	6580	6573	98.04	12301352	421903	I	ptg000016l
313177	314344	1952765	1951600	1168	1166	93.90	12301352	3528318	I	ptg000009l
313177	314556	798508	799869	1380	1362	97.90	12301352	3563685	I	ptg000017l
313258	314556	465970	464675	1299	1296	89.55	12301352	1414531	I	ptg000026l
313348	314559	196715	197917	1212	1203	91.30	12301352	271272	I	ptg000038l
317507	380567	225636	288681	63061	63046	99.60	12301352	421903	I	ptg000016l
317507	319102	225835	227436	1596	1602	96.75	12301352	421903	I	ptg000016l
317972	319409	224834	226271	1438	1438	97.92	12301352	421903	I	ptg000016l
374699	377457	1063006	1065744	2759	2739	80.98	12301352	2922545	I	ptg000035l
379895	397204	293483	310799	17310	17317	97.86	12301352	421903	I	ptg000016l
397351	400703	310800	314113	3353	3314	87.98	12301352	421903	I	ptg000016l
400945	402665	314213	315983	1721	1771	86.92	12301352	421903	I	ptg000016l
403713	404781	316587	317724	1069	1138	85.73	12301352	421903	I	ptg000016l
406637	410842	319455	323713	4206	4259	90.33	12301352	421903	I	ptg000016l
410910	412066	323875	325048	1157	1174	88.99	12301352	421903	I	ptg000016l
412175	416034	325178	329083	3860	3906	91.77	12301352	421903	I	ptg000016l
416644	418070	329702	331120	1427	1419	92.08	12301352	421903	I	ptg000016l
418232	420134	331091	333021	1903	1931	88.25	12301352	421903	I	ptg000016l
420130	422521	1530169	1532585	2392	2417	94.46	12301352	2355906	I	ptg000004l
420130	422514	781831	779424	2385	2408	98.80	12301352	842107	I	ptg000022l
421362	422515	687685	686531	1154	1155	99.83	12301352	2126223	I	ptg000049l
423716	425091	335271	336646	1376	1376	91.70	12301352	421903	I	ptg000016l
425090	426749	337881	339568	1660	1688	90.10	12301352	421903	I	ptg000016l
426887	428262	339725	341102	1376	1378	90.24	12301352	421903	I	ptg000016l
429896	431424	342508	344005	1529	1498	84.43	12301352	421903	I	ptg000016l
431619	434587	344095	347063	2969	2969	89.62	12301352	421903	I	ptg000016l
434694	435879	347069	348249	1186	1181	88.35	12301352	421903	I	ptg000016l
437016	440594	350359	353824	3579	3466	86.96	12301352	421903	I	ptg000016l
440601	443859	647542	650799	3259	3258	99.79	12301352	1205151	I	ptg000020l
443856	471029	353826	381014	27174	27189	99.23	12301352	421903	I	ptg000016l
470842	484781	380957	394867	13940	13911	99.21	12301352	421903	I	ptg000016l
481870	482885	461590	462623	1016	1034	94.31	12301352	765645	I	ptg000014l
481871	482885	8010	6969	1015	1042	92.07	12301352	358062	I	ptg000055l
484627	511120	394593	421093	26494	26501	99.65	12301352	421903	I	ptg000016l
512665	555205	110191	67676	42541	42516	99.75	12301352	110192	I	ptg000068l
527066	528313	34136	35382	1248	1247	98.16	12301352	110192	I	ptg000068l
527072	528313	1291225	1289984	1242	1242	98.95	12301352	1531151	I	ptg000012l
556319	561845	65960	60345	5527	5616	97.72	12301352	110192	I	ptg000068l
561009	570476	60031	50494	9468	9538	97.77	12301352	110192	I	ptg000068l
568336	569585	100904	99655	1250	1250	98.48	12301352	193064	I	ptg000073l
568339	569585	253428	254674	1247	1247	98.56	12301352	741310	I	ptg000003l
568344	569588	386913	385669	1245	1245	98.39	12301352	765645	I	ptg000014l
568344	569585	316583	315342	1242	1242	98.63	12301352	3563685	I	ptg000017l
568344	569585	340069	341310	1242	1242	97.91	12301352	821424	I	ptg000059l
569601	576882	51304	44019	7282	7286	98.90	12301352	110192	I	ptg000068l
576267	597704	43836	22417	21438	21420	99.30	12301352	110192	I	ptg000068l
584718	585961	1289982	1291225	1244	1244	97.51	12301352	1531151	I	ptg000012l
584720	585960	52722	51482	1241	1241	94.20	12301352	110192	I	ptg000068l
584720	585967	94572	95819	1248	1248	97.76	12301352	110192	I	ptg000068l
600481	604922	23083	18632	4442	4452	98.14	12301352	110192	I	ptg000068l
604225	605362	11699	10522	1138	1178	89.97	12301352	110192	I	ptg000068l
605230	608329	18764	15663	3100	3102	98.39	12301352	110192	I	ptg000068l
606734	607857	14528	15653	1124	1126	99.82	12301352	110192	I	ptg000068l
609173	610287	18793	19859	1115	1067	81.38	12301352	110192	I	ptg000068l
