[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[TAGS]
1015	36654	608863	573215	35640	35649	99.97	12301352	608863	I	ptg000032l
10001	14690	1860083	1855391	4690	4693	99.83	12301352	1874549	I	ptg000023l
15320	16326	180	1193	1007	1014	89.49	12301352	29287	I	ptg000099l
15321	16394	816023	814952	1074	1072	89.20	12301352	2011100	I	ptg000018l
15322	16393	2480968	2482035	1072	1068	91.19	12301352	2482659	I	ptg000025l
16626	319009	593249	290783	302384	302467	99.92	12301352	608863	I	ptg000032l
17362	23136	17567	11781	5775	5787	99.03	12301352	41127	I	ptg000085l
112252	113860	798068	799653	1609	1586	98.01	12301352	1253543	I	ptg000048l
129483	131088	85589	87182	1606	1594	87.16	12301352	2149770	I	ptg000035l
224131	225373	239473	240715	1243	1243	99.60	12301352	2158343	I	ptg000037l
224132	225372	578698	579938	1241	1241	99.84	12301352	608863	I	ptg000032l
224132	225372	1122638	1123879	1241	1242	99.28	12301352	2149770	I	ptg000035l
224132	225376	498961	500205	1245	1245	99.76	12301352	2187582	I	ptg000046l
224132	225372	127612	126372	1241	1241	99.60	12301352	478065	I	ptg000055l
224132	225374	123013	124255	1243	1243	98.95	12301352	307248	I	ptg000070l
241325	242353	3315	4344	1029	1030	99.61	12301352	355702	I	ptg000013l
249512	250622	449232	448138	1111	1095	85.24	12301352	2428521	I	ptg000019l
311101	312191	468343	467247	1091	1097	93.83	12301352	2011100	I	ptg000018l
311102	312186	11141	10048	1085	1094	92.37	12301352	2011100	I	ptg000018l
311102	312191	487374	488459	1090	1086	93.14	12301352	2661515	I	ptg000033l
313177	314456	176587	175320	1280	1268	94.93	12301352	2158343	I	ptg000037l
313177	314556	92180	93555	1380	1376	99.13	12301352	543160	I	ptg000068l
313181	314473	1361986	1360708	1293	1279	89.38	12301352	2158343	I	ptg000037l
313348	314559	1492908	1494110	1212	1203	91.22	12301352	1565116	I	ptg000001l
313348	314456	364418	363317	1109	1102	92.73	12301352	1055188	I	ptg000016l
317905	380412	292283	229779	62508	62505	99.96	12301352	608863	I	ptg000032l
379988	499630	230287	110570	119643	119718	99.92	12301352	608863	I	ptg000032l
420130	422263	67072	64914	2134	2159	95.97	12301352	2428521	I	ptg000019l
440600	442493	500074	498189	1894	1886	98.84	12301352	625362	I	ptg000050l
440601	443226	3084334	3086959	2626	2626	99.16	12301352	3241706	I	ptg000008l
442493	443858	497910	496545	1366	1366	99.34	12301352	625362	I	ptg000050l
479608	529808	130609	80394	50201	50216	99.94	12301352	608863	I	ptg000032l
509772	605362	100428	4860	95591	95569	99.96	12301352	608863	I	ptg000032l
527065	528314	102490	101241	1250	1250	96.08	12301352	251130	I	ptg000042l
527066	528313	24234	25481	1248	1248	98.56	12301352	608863	I	ptg000032l
527069	528313	104048	105292	1245	1245	98.63	12301352	625362	I	ptg000050l
527072	528313	1278148	1276907	1242	1242	98.87	12301352	1320228	I	ptg000028l
527072	528314	442530	441288	1243	1243	93.64	12301352	543160	I	ptg000068l
527073	528313	859405	860645	1241	1241	93.23	12301352	1565116	I	ptg000001l
527073	528313	1303516	1302276	1241	1241	93.55	12301352	1320228	I	ptg000028l
568344	569588	678012	679256	1245	1245	98.55	12301352	2661515	I	ptg000033l
568344	569584	769776	771016	1241	1241	98.71	12301352	2661515	I	ptg000033l
568344	569587	711322	712565	1244	1244	98.63	12301352	1253543	I	ptg000048l
568346	569588	174449	173207	1243	1243	97.59	12301352	2011100	I	ptg000018l
584718	585968	240716	239465	1251	1252	93.45	12301352	2158343	I	ptg000037l
584720	585967	81889	83136	1248	1248	98.56	12301352	608863	I	ptg000032l
584720	585961	101242	102483	1242	1242	95.25	12301352	251130	I	ptg000042l
595308	610177	14893	1	14870	14893	99.56	12301352	608863	I	ptg000032l
609173	610287	5447	6519	1115	1073	81.92	12301352	608863	I	ptg000032l
610596	622221	251130	239509	11626	11622	98.91	12301352	251130	I	ptg000042l
611718	612821	1614894	1616010	1104	1117	86.15	12301352	2587101	I	ptg000007l
612824	614447	237644	236026	1624	1619	96.43	12301352	251130	I	ptg000042l
615745	628630	248902	236026	12886	12877	97.95	12301352	251130	I	ptg000042l
623473	626961	239509	236026	3489	3484	97.94	12301352	251130	I	ptg000042l
625477	637529	248902	236849	12053	12054	98.33	12301352	251130	I	ptg000042l
