[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[TAGS]
10817	59541	5298	54040	48725	48743	99.84	12301352	637043	I	ptg000037l
12784	14705	3023515	3021589	1922	1927	99.59	12301352	3029463	I	ptg000010l
12784	14705	1051891	1049968	1922	1924	99.58	12301352	1060242	I	ptg000014l
12784	14705	9458	7535	1922	1924	99.58	12301352	19501	I	ptg000076l
15316	16394	1690763	1689686	1079	1078	91.57	12301352	2145365	I	ptg000009l
15320	16326	30687	29672	1007	1016	89.31	12301352	1210626	I	ptg000015l
15321	16393	678698	677626	1073	1073	89.69	12301352	1975301	I	ptg000016l
15321	16394	740630	741702	1074	1073	89.10	12301352	1975301	I	ptg000016l
15322	16327	32729	31727	1006	1003	91.21	12301352	1210626	I	ptg000015l
17362	22830	2579241	2584715	5469	5475	99.22	12301352	2584715	I	ptg000021l
17362	23465	6113	1	6104	6113	99.12	12301352	26939	I	ptg000072l
17362	24221	23407	16533	6860	6875	98.68	12301352	26939	I	ptg000072l
17362	20804	3449	1	3443	3449	99.33	12301352	37692	I	ptg000078l
17362	24221	17381	24255	6860	6875	98.68	12301352	37692	I	ptg000078l
17362	24221	34115	27241	6860	6875	98.68	12301352	37692	I	ptg000078l
18693	24221	1588331	1593873	5529	5543	98.36	12301352	1606710	I	ptg000018l
26195	28029	1593873	1595730	1835	1858	92.55	12301352	1606710	I	ptg000018l
26195	28029	16533	14718	1835	1816	94.49	12301352	26939	I	ptg000072l
26195	28029	27241	25426	1835	1816	94.49	12301352	37692	I	ptg000078l
29928	31171	1521200	1522443	1244	1244	99.20	12301352	3029463	I	ptg000010l
29930	31171	725063	723822	1242	1242	99.68	12301352	2685144	I	ptg000031l
29931	31171	1504144	1505384	1241	1241	100.00	12301352	1585882	I	ptg000011l
29931	31173	1843219	1844461	1243	1243	98.55	12301352	2841118	I	ptg000032l
29931	31171	220680	219440	1241	1241	100.00	12301352	637043	I	ptg000037l
59533	290096	54785	285377	230564	230593	99.68	12301352	637043	I	ptg000037l
112252	113860	1046124	1044517	1609	1608	99.88	12301352	2145365	I	ptg000009l
112252	113986	210146	208412	1735	1735	99.94	12301352	941434	I	ptg000019l
112252	113860	457844	456259	1609	1586	98.07	12301352	1321267	I	ptg000040l
129483	131088	717880	719473	1606	1594	87.16	12301352	2841118	I	ptg000032l
133961	135317	376755	378114	1357	1360	96.55	12301352	976036	I	ptg000051l
224127	225372	539912	541156	1246	1245	99.44	12301352	901595	I	ptg000041l
224131	225372	1430353	1429112	1242	1242	99.36	12301352	2893919	I	ptg000008l
224131	225372	1442589	1443830	1242	1242	99.03	12301352	2893919	I	ptg000008l
224131	225372	805922	807161	1242	1240	97.83	12301352	2145365	I	ptg000009l
224131	225372	888298	887057	1242	1242	99.76	12301352	1585882	I	ptg000011l
224131	225373	1495991	1494749	1243	1243	99.60	12301352	1736021	I	ptg000028l
224132	225185	119283	120336	1054	1054	99.34	12301352	1446265	I	ptg000005l
224132	225376	1505384	1504140	1245	1245	99.76	12301352	1585882	I	ptg000011l
224132	225376	526112	527356	1245	1245	99.76	12301352	1932043	I	ptg000025l
224132	225372	723822	725062	1241	1241	99.52	12301352	2685144	I	ptg000031l
224132	225372	25665	24425	1241	1241	99.84	12301352	637043	I	ptg000037l
224132	225372	573732	572492	1241	1241	94.76	12301352	637043	I	ptg000037l
224132	225372	400315	399075	1241	1241	98.63	12301352	1009745	I	ptg000050l
241324	242353	66664	67693	1030	1030	99.61	12301352	1321267	I	ptg000040l
241325	242353	369248	368220	1029	1029	99.61	12301352	3029463	I	ptg000010l
249512	250622	480966	479872	1111	1095	85.24	12301352	901587	I	ptg000002l
290135	297986	285320	293170	7852	7851	99.94	12301352	637043	I	ptg000037l
297969	319409	293064	314492	21441	21429	99.85	12301352	637043	I	ptg000037l
311100	312186	2108902	2107817	1087	1086	92.33	12301352	3029463	I	ptg000010l
311100	312191	1121545	1120456	1092	1090	92.71	12301352	1585882	I	ptg000011l
311102	312191	861022	862106	1090	1085	92.96	12301352	3029463	I	ptg000010l
311102	312186	1566399	1567493	1085	1095	92.29	12301352	1975301	I	ptg000016l
313177	314456	1558887	1560154	1280	1268	95.01	12301352	1736021	I	ptg000028l
313177	314556	92725	94099	1380	1375	99.06	12301352	529993	I	ptg000045l
313181	314473	375199	376477	1293	1279	89.45	12301352	1736021	I	ptg000028l
313182	314456	2153075	2151810	1275	1266	95.54	12301352	2811118	I	ptg000003l
313204	314456	842755	841511	1253	1245	95.70	12301352	3029463	I	ptg000010l
313258	314556	2275086	2273791	1299	1296	90.23	12301352	3029463	I	ptg000010l
313347	314556	199499	198311	1210	1189	88.59	12301352	2685144	I	ptg000031l
313348	314456	3150503	3151604	1109	1102	92.64	12301352	3494430	I	ptg000006l
313348	314559	122019	120817	1212	1203	91.05	12301352	1606710	I	ptg000018l
317507	319409	313857	315765	1903	1909	98.48	12301352	637043	I	ptg000037l
317507	319409	314994	316904	1903	1911	98.53	12301352	637043	I	ptg000037l
317507	332584	315195	330291	15078	15097	99.58	12301352	637043	I	ptg000037l
317507	318808	315798	317103	1302	1306	96.94	12301352	637043	I	ptg000037l
317507	318607	315999	317103	1101	1105	97.02	12301352	637043	I	ptg000037l
332703	433266	330291	430799	100564	100509	99.76	12301352	637043	I	ptg000037l
420130	422263	110919	108759	2134	2161	95.93	12301352	901587	I	ptg000002l
433537	471067	430794	468339	37531	37546	99.78	12301352	637043	I	ptg000037l
440600	442493	121264	123149	1894	1886	98.79	12301352	2841118	I	ptg000032l
440602	443226	193703	196327	2625	2625	99.16	12301352	2250526	I	ptg000029l
