[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[TAGS]
10001	14695	25139	29830	4695	4692	99.64	12301352	1396033	I	ptg000003l
10001	14701	6265713	6261010	4701	4704	99.77	12301352	6287327	I	ptg000006l
10001	14705	92817	88107	4705	4711	99.68	12301352	146626	I	ptg000038l
10001	14705	105146	100436	4705	4711	99.68	12301352	146626	I	ptg000038l
14695	25672	33990	44966	10978	10977	99.94	12301352	1396033	I	ptg000003l
15316	16394	5843411	5842333	1079	1079	91.58	12301352	6287327	I	ptg000006l
15320	16399	1182729	1183815	1080	1087	89.02	12301352	7240393	I	ptg000010l
15321	16394	1822037	1823110	1074	1074	89.21	12301352	2841730	I	ptg000019l
15322	16393	1180675	1181742	1072	1068	91.19	12301352	7240393	I	ptg000010l
15360	16393	1761681	1760649	1034	1033	89.58	12301352	2841730	I	ptg000019l
17362	24221	17921	11047	6860	6875	98.68	12301352	2570958	I	ptg000012l
25818	297986	44966	317094	272169	272129	99.73	12301352	1396033	I	ptg000003l
26195	28029	11047	9232	1835	1816	94.54	12301352	2570958	I	ptg000012l
29930	31172	1645296	1644054	1243	1243	99.92	12301352	1775254	I	ptg000025l
29931	31171	244572	243337	1241	1236	99.60	12301352	1396033	I	ptg000003l
29931	31171	1694214	1695454	1241	1241	99.92	12301352	1775254	I	ptg000025l
112252	113860	964097	965673	1609	1577	97.51	12301352	1861605	I	ptg000023l
129483	131088	3693276	3694869	1606	1594	87.16	12301352	4716376	I	ptg000001l
133961	135317	998042	996684	1357	1359	96.55	12301352	2971157	I	ptg000017l
224127	225372	2545856	2547100	1246	1245	99.44	12301352	2908053	I	ptg000008l
224131	225374	709263	710506	1244	1244	99.44	12301352	1396033	I	ptg000003l
224131	225373	369982	371224	1243	1243	99.68	12301352	1872399	I	ptg000015l
224132	225372	50318	49078	1241	1241	99.68	12301352	1396033	I	ptg000003l
224132	225376	1969081	1967837	1245	1245	99.76	12301352	2486971	I	ptg000020l
224132	225372	799048	800283	1241	1236	98.95	12301352	1775254	I	ptg000025l
224132	225372	1644055	1645295	1241	1241	99.76	12301352	1775254	I	ptg000025l
224132	225376	1695454	1694210	1245	1245	99.68	12301352	1775254	I	ptg000025l
224132	225372	1497801	1499041	1241	1241	99.19	12301352	3684794	I	ptg000030l
224132	225374	120117	121359	1243	1243	98.95	12301352	291052	I	ptg000031l
241324	242353	1354826	1353797	1030	1030	99.61	12301352	1861605	I	ptg000023l
241325	242353	2652109	2653138	1029	1030	99.71	12301352	3107822	I	ptg000011l
249512	250622	5519065	5520159	1111	1095	85.16	12301352	7240393	I	ptg000010l
297969	312191	316987	331208	14223	14222	99.96	12301352	1396033	I	ptg000003l
311100	312186	943423	944509	1087	1087	92.33	12301352	3107822	I	ptg000011l
311100	312191	1314859	1313771	1092	1089	92.98	12301352	1775254	I	ptg000025l
311102	312191	2162058	2160974	1090	1085	93.05	12301352	3107822	I	ptg000011l
311102	312186	2618603	2619697	1085	1095	92.38	12301352	2841730	I	ptg000019l
312152	313215	1046717	1047776	1064	1060	94.68	12301352	2971157	I	ptg000017l
312185	313215	63248	62232	1031	1017	96.80	12301352	1775254	I	ptg000025l
312186	313294	1273970	1275082	1109	1113	93.40	12301352	1775254	I	ptg000025l
312412	318225	330391	336215	5814	5825	98.71	12301352	1396033	I	ptg000003l
313177	314456	307106	305839	1280	1268	95.01	12301352	1872399	I	ptg000015l
313177	314556	1514856	1516231	1380	1376	99.13	12301352	1861605	I	ptg000023l
313180	314456	1252882	1254150	1277	1269	95.47	12301352	3107822	I	ptg000011l
313181	314473	1495929	1494651	1293	1279	89.45	12301352	1872399	I	ptg000015l
313348	314456	2480706	2481807	1109	1102	92.37	12301352	3107822	I	ptg000011l
317507	319409	335694	337665	1903	1972	94.38	12301352	1396033	I	ptg000003l
317507	318818	336161	337474	1312	1314	97.34	12301352	1396033	I	ptg000003l
317507	380167	336827	399497	62661	62671	99.81	12301352	1396033	I	ptg000003l
317507	319277	336961	338735	1771	1775	97.41	12301352	1396033	I	ptg000003l
380224	450678	399225	469653	70455	70429	99.82	12301352	1396033	I	ptg000003l
420130	422263	5896826	5898988	2134	2163	95.84	12301352	7240393	I	ptg000010l
440601	443226	6387211	6384586	2626	2626	99.16	12301352	9449334	I	ptg000007l
450840	481856	469653	500697	31017	31045	99.86	12301352	1396033	I	ptg000003l
481857	503345	505276	526751	21489	21476	99.84	12301352	1396033	I	ptg000003l
503267	511120	527355	535210	7854	7856	99.81	12301352	1396033	I	ptg000003l
511116	561845	535267	585988	50730	50722	99.62	12301352	1396033	I	ptg000003l
527066	528313	614074	612827	1248	1248	97.52	12301352	1396033	I	ptg000003l
527069	528313	3505588	3504344	1245	1245	98.80	12301352	4716376	I	ptg000001l
527072	528313	1417583	1416342	1242	1242	98.95	12301352	1876232	I	ptg000013l
527073	528314	1094092	1095333	1242	1242	98.87	12301352	8421976	I	ptg000002l
527073	528313	1984823	1983587	1241	1237	97.90	12301352	6287327	I	ptg000006l
527073	528313	1442954	1441714	1241	1241	93.55	12301352	1876232	I	ptg000013l
551728	561845	575852	586044	10118	10193	98.82	12301352	1396033	I	ptg000003l
561009	570476	585714	595085	9468	9372	98.19	12301352	1396033	I	ptg000003l
568343	569584	1694213	1695454	1242	1242	97.83	12301352	1775254	I	ptg000025l
568344	569584	1909997	1908757	1241	1241	98.47	12301352	3107822	I	ptg000011l
568344	569588	2001749	2000505	1245	1245	98.55	12301352	3107822	I	ptg000011l
568344	569587	877344	878587	1244	1244	98.55	12301352	1861605	I	ptg000023l
568344	569585	38149	36908	1242	1242	98.39	12301352	168899	I	ptg000044l
569601	576882	596780	604063	7282	7284	99.30	12301352	1396033	I	ptg000003l
576267	599181	604374	627286	22915	22913	99.13	12301352	1396033	I	ptg000003l
584713	585961	963291	964538	1249	1248	92.96	12301352	1646299	I	ptg000005l
584718	585961	1416340	1417583	1244	1244	97.51	12301352	1876232	I	ptg000013l
584718	585968	371225	369974	1251	1252	93.53	12301352	1872399	I	ptg000015l
584720	585960	1095332	1094092	1241	1241	97.42	12301352	8421976	I	ptg000002l
584720	585967	552437	551190	1248	1248	97.92	12301352	1396033	I	ptg000003l
584720	585960	1983587	1984823	1241	1237	96.45	12301352	6287327	I	ptg000006l
597008	598728	626786	628509	1721	1724	91.75	12301352	1396033	I	ptg000003l
597017	598086	627434	628509	1070	1076	91.67	12301352	1396033	I	ptg000003l
597442	600786	625127	628509	3345	3383	92.65	12301352	1396033	I	ptg000003l
597743	605230	625127	632520	7488	7394	95.21	12301352	1396033	I	ptg000003l
603703	604775	637447	636333	1073	1115	81.92	12301352	1396033	I	ptg000003l
605010	613613	632168	640775	8604	8608	99.41	12301352	1396033	I	ptg000003l
609173	610287	632139	631067	1115	1073	82.27	12301352	1396033	I	ptg000003l
611719	612824	4629391	4628287	1106	1105	87.34	12301352	9449334	I	ptg000007l
611719	612821	1689175	1688074	1103	1102	90.31	12301352	3520905	I	ptg000009l
639233	640452	639984	641209	1220	1226	92.68	12301352	1396033	I	ptg000003l
639835	641275	640871	642311	1441	1441	96.82	12301352	1396033	I	ptg000003l
641277	667352	642407	668434	26076	26028	99.57	12301352	1396033	I	ptg000003l
657275	667508	658410	668624	10234	10215	99.49	12301352	1396033	I	ptg000003l
667354	739628	668532	740765	72275	72234	99.60	12301352	1396033	I	ptg000003l
708126	709370	425263	426506	1245	1244	97.43	12301352	2486971	I	ptg000020l
708126	709367	820785	819549	1242	1237	97.91	12301352	1775254	I	ptg000025l
708126	709370	120117	121361	1245	1245	98.88	12301352	291052	I	ptg000031l
739628	746502	740921	747823	6875	6903	99.05	12301352	1396033	I	ptg000003l
746441	772352	747706	773561	25912	25856	99.36	12301352	1396033	I	ptg000003l
772166	773647	773508	774982	1482	1475	98.99	12301352	1396033	I	ptg000003l
773642	774889	1417585	1416338	1248	1248	96.47	12301352	1876232	I	ptg000013l
773644	774885	614068	612827	1242	1242	95.09	12301352	1396033	I	ptg000003l
773644	774889	1412318	1411074	1246	1245	94.39	12301352	1646299	I	ptg000005l
773645	774885	3505584	3504344	1241	1241	96.45	12301352	4716376	I	ptg000001l
773645	774888	1094092	1095335	1244	1244	96.46	12301352	8421976	I	ptg000002l
773645	774885	1984823	1983587	1241	1237	95.49	12301352	6287327	I	ptg000006l
774881	780141	774982	780247	5261	5266	99.41	12301352	1396033	I	ptg000003l
778623	779649	781933	780907	1027	1027	98.54	12301352	1396033	I	ptg000003l
780138	809008	780411	809272	28871	28862	99.37	12301352	1396033	I	ptg000003l
780634	781660	779756	778730	1027	1027	98.93	12301352	1396033	I	ptg000003l
809235	842247	809272	842331	33013	33060	99.30	12301352	1396033	I	ptg000003l
843092	848891	847547	853339	5800	5793	98.43	12301352	1396033	I	ptg000003l
848551	863287	853179	867926	14737	14748	98.99	12301352	1396033	I	ptg000003l
863278	868575	868024	873332	5298	5309	99.36	12301352	1396033	I	ptg000003l
870081	876517	873333	879711	6437	6379	98.80	12301352	1396033	I	ptg000003l
876755	904039	879667	906927	27285	27261	99.41	12301352	1396033	I	ptg000003l
904040	983591	907055	986621	79552	79567	99.65	12301352	1396033	I	ptg000003l
983528	984704	985832	986979	1177	1148	89.09	12301352	1396033	I	ptg000003l
984101	985290	985756	986979	1190	1224	86.77	12301352	1396033	I	ptg000003l
984466	986313	985776	987708	1848	1933	89.21	12301352	1396033	I	ptg000003l
986022	1054847	987501	1056510	68826	69010	99.44	12301352	1396033	I	ptg000003l
1053007	1097728	1054890	1099620	44722	44731	99.48	12301352	1396033	I	ptg000003l
1097219	1226716	1098939	1228474	129498	129536	99.51	12301352	1396033	I	ptg000003l
1226936	1245813	1228477	1247359	18878	18883	99.40	12301352	1396033	I	ptg000003l
1245459	1247888	1247145	1249613	2430	2469	95.38	12301352	1396033	I	ptg000003l
1247618	1253676	1249503	1255556	6059	6054	96.35	12301352	1396033	I	ptg000003l
1255398	1256445	1256947	1258006	1048	1060	86.00	12301352	1396033	I	ptg000003l
1256272	1283753	1257658	1285123	27482	27466	99.27	12301352	1396033	I	ptg000003l
1283864	1300448	1285128	1301719	16585	16592	98.89	12301352	1396033	I	ptg000003l
1299465	1305813	1300381	1306729	6349	6349	98.98	12301352	1396033	I	ptg000003l
1305910	1323048	1306727	1323895	17139	17169	99.26	12301352	1396033	I	ptg000003l
1322692	1332911	1323762	1333957	10220	10196	98.83	12301352	1396033	I	ptg000003l
1332866	1395190	1333692	1396033	62325	62342	99.55	12301352	1396033	I	ptg000003l
1395882	1404079	1	8225	8198	8225	99.28	12301352	482246	I	ptg000029l
1403843	1459080	8148	63404	55238	55257	99.13	12301352	482246	I	ptg000029l
1424171	1425340	1065302	1064134	1170	1169	95.13	12301352	2908053	I	ptg000008l
1442552	1444644	1558609	1560695	2093	2087	95.66	12301352	1775254	I	ptg000025l
1459493	1477079	63414	80989	17587	17576	99.31	12301352	482246	I	ptg000029l
1474984	1477847	83899	81037	2864	2863	99.79	12301352	482246	I	ptg000029l
1477751	1484289	84685	91228	6539	6544	99.69	12301352	482246	I	ptg000029l
1484289	1500471	92075	108113	16183	16039	98.35	12301352	482246	I	ptg000029l
1499248	1502502	108545	111736	3255	3192	96.50	12301352	482246	I	ptg000029l
1502256	1522807	111675	132230	20552	20556	97.47	12301352	482246	I	ptg000029l
1524088	1525349	133368	134648	1262	1281	86.58	12301352	482246	I	ptg000029l
1525507	1527565	134684	136758	2059	2075	87.43	12301352	482246	I	ptg000029l
1528174	1546244	137369	155510	18071	18142	98.39	12301352	482246	I	ptg000029l
1548548	1564838	158392	174714	16291	16323	98.76	12301352	482246	I	ptg000029l
1564875	1639314	174575	248971	74440	74397	99.56	12301352	482246	I	ptg000029l
1636112	1637326	267346	266140	1215	1207	91.41	12301352	482246	I	ptg000029l
1637587	1638735	278864	277735	1149	1130	85.01	12301352	482246	I	ptg000029l
1638734	1640892	277514	275354	2159	2161	92.05	12301352	482246	I	ptg000029l
1641961	1644787	248978	251804	2827	2827	99.72	12301352	482246	I	ptg000029l
1644730	1647694	160088	163054	2965	2967	99.49	12301352	1872399	I	ptg000015l
1644788	1647760	159162	156186	2973	2977	99.46	12301352	1016316	I	ptg000016l
1644806	1672834	251786	279798	28029	28013	99.38	12301352	482246	I	ptg000029l
1649910	1651034	3677746	3676592	1125	1155	91.85	12301352	6287327	I	ptg000006l
1651483	1652714	2636021	2634772	1232	1250	96.65	12301352	6287327	I	ptg000006l
1651483	1652714	3676595	3675364	1232	1232	96.92	12301352	6287327	I	ptg000006l
1659190	1660387	246984	245770	1198	1215	89.12	12301352	482246	I	ptg000029l
1670771	1671900	248392	247245	1130	1148	85.08	12301352	482246	I	ptg000029l
1672776	1682353	279924	289505	9578	9582	99.60	12301352	482246	I	ptg000029l
1682565	1693824	289506	300767	11260	11262	98.98	12301352	482246	I	ptg000029l
1695990	1697273	300133	301418	1284	1286	99.22	12301352	482246	I	ptg000029l
1699682	1724524	301389	326260	24843	24872	99.56	12301352	482246	I	ptg000029l
1719447	1721424	94555	92571	1978	1985	92.33	12301352	2971157	I	ptg000017l
1724593	1729212	326807	331422	4620	4616	98.98	12301352	482246	I	ptg000029l
1730548	1784239	330928	384619	53692	53692	99.40	12301352	482246	I	ptg000029l
1784270	1793954	384562	394247	9685	9686	99.87	12301352	482246	I	ptg000029l
1793952	1812533	386576	405142	18582	18567	99.73	12301352	482246	I	ptg000029l
1812441	1825170	405500	418241	12730	12742	98.80	12301352	482246	I	ptg000029l
1825169	1850933	419479	445262	25765	25784	99.47	12301352	482246	I	ptg000029l
1850851	1887853	445245	482199	37003	36955	99.43	12301352	482246	I	ptg000029l
