[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[TAGS]
1	77450	5998	83445	77450	77448	99.96	12301352	626200	I	ptg000016l
10001	14705	21645	26352	4705	4708	99.77	12301352	2349045	I	ptg000027l
12784	14701	2829047	2827127	1918	1921	99.74	12301352	2837268	I	ptg000019l
15320	16399	9353836	9354921	1080	1086	89.19	12301352	13299273	I	ptg000003l
15321	16394	1191254	1192325	1074	1072	89.20	12301352	1997944	I	ptg000037l
15322	16393	9351784	9352851	1072	1068	91.19	12301352	13299273	I	ptg000003l
17362	22580	31655	26434	5219	5222	99.33	12301352	2349045	I	ptg000027l
17362	23136	169875	175661	5775	5787	99.05	12301352	181016	I	ptg000049l
29929	31171	8115731	8114489	1243	1243	98.63	12301352	9587040	I	ptg000010l
57370	325572	63376	331623	268203	268248	99.93	12301352	626200	I	ptg000016l
112252	113860	808981	810566	1609	1586	98.01	12301352	1807368	I	ptg000012l
129483	131088	300831	299238	1606	1594	87.16	12301352	1011282	I	ptg000023l
224131	225373	239769	241011	1243	1243	99.60	12301352	2264425	I	ptg000002l
224131	225372	705373	704132	1242	1242	99.76	12301352	9587040	I	ptg000010l
224132	225376	492087	493331	1245	1245	99.76	12301352	6283562	I	ptg000001l
224132	225372	4255881	4257121	1241	1241	99.52	12301352	6283562	I	ptg000001l
224132	225185	1325139	1324086	1054	1054	98.86	12301352	1930961	I	ptg000009l
224132	225372	1577678	1576438	1241	1241	99.60	12301352	1930961	I	ptg000009l
224132	225372	37177	35937	1241	1241	99.84	12301352	626200	I	ptg000016l
241324	242353	1199887	1198857	1030	1031	99.71	12301352	1807368	I	ptg000012l
241325	242353	366488	365459	1029	1030	99.71	12301352	885419	I	ptg000015l
249512	250622	461389	460295	1111	1095	85.16	12301352	891761	I	ptg000008l
305538	605362	311584	611422	299825	299839	99.96	12301352	626200	I	ptg000016l
311102	312186	1988550	1989643	1085	1094	92.37	12301352	1997944	I	ptg000037l
313177	314456	176879	175612	1280	1268	94.93	12301352	2264425	I	ptg000002l
313177	314556	1357907	1359284	1380	1378	98.99	12301352	1807368	I	ptg000012l
313181	314473	1385709	1384431	1293	1279	89.38	12301352	2264425	I	ptg000002l
313226	314456	120383	119161	1231	1223	95.71	12301352	256692	I	ptg000043l
313258	314456	1832332	1831138	1199	1195	90.72	12301352	2496284	I	ptg000011l
313348	314559	1353242	1352040	1212	1203	91.22	12301352	2837268	I	ptg000019l
313348	314456	371644	370543	1109	1102	92.73	12301352	449455	I	ptg000033l
420130	422514	83406	80998	2385	2409	96.27	12301352	891761	I	ptg000008l
440600	442493	884073	882188	1894	1886	98.84	12301352	1011282	I	ptg000023l
440601	443226	6395879	6393254	2626	2626	99.24	12301352	9587040	I	ptg000010l
442493	443858	881909	880544	1366	1366	99.27	12301352	1011282	I	ptg000023l
527065	528314	139118	140367	1250	1250	96.08	12301352	239055	I	ptg000018l
527066	528313	592047	590800	1248	1248	98.56	12301352	626200	I	ptg000016l
527069	528313	490577	491821	1245	1245	98.63	12301352	1011282	I	ptg000023l
527072	528313	240386	241627	1242	1242	98.87	12301352	1531796	I	ptg000006l
527073	528313	215014	216254	1241	1241	93.55	12301352	1531796	I	ptg000006l
527073	528313	1986897	1985657	1241	1241	93.23	12301352	2837268	I	ptg000019l
527073	528313	1913002	1914242	1241	1241	98.23	12301352	3881929	I	ptg000024l
527073	528313	959600	960840	1241	1241	92.83	12301352	1785792	I	ptg000029l
