[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[TAGS]
10001	14705	12057	16765	4705	4709	99.75	12301352	1982207	I	ptg000007l
10001	14705	21824	26532	4705	4709	99.68	12301352	1832901	I	ptg000017l
15316	16394	432938	434011	1079	1074	91.12	12301352	1982207	I	ptg000007l
15321	16394	223394	222322	1074	1073	89.21	12301352	523401	I	ptg000058l
15360	16393	283028	284060	1034	1033	89.58	12301352	523401	I	ptg000058l
17362	24221	20441	13573	6860	6869	98.75	12301352	193724	I	ptg000021l
17362	24221	769422	776290	6860	6869	98.75	12301352	787346	I	ptg000025l
17362	24221	1534141	1541009	6860	6869	98.76	12301352	1629950	I	ptg000027l
17362	24221	1551353	1558221	6860	6869	98.76	12301352	1629950	I	ptg000027l
17362	24221	1568334	1575202	6860	6869	98.76	12301352	1629950	I	ptg000027l
17362	24221	1595111	1601979	6860	6869	98.76	12301352	1629950	I	ptg000027l
17362	24221	1612246	1619114	6860	6869	98.76	12301352	1629950	I	ptg000027l
17362	24221	101663	108531	6860	6869	98.75	12301352	138185	I	ptg000075l
17362	24221	118455	125323	6860	6869	98.76	12301352	138185	I	ptg000075l
17390	24221	6353	13193	6832	6841	98.76	12301352	16962	I	ptg000056c
26195	28029	1622025	1620192	1835	1834	94.67	12301352	1629950	I	ptg000027l
26195	28029	128232	126401	1835	1832	94.78	12301352	138185	I	ptg000075l
26472	28029	1543652	1542087	1558	1566	95.44	12301352	1629950	I	ptg000027l
26674	33629	1875346	1882288	6956	6943	99.67	12301352	1892986	I	ptg000033l
26753	28029	778650	777366	1277	1285	96.20	12301352	787346	I	ptg000025l
26884	28029	11356	12497	1146	1142	96.60	12301352	193724	I	ptg000021l
26891	28029	1577414	1576280	1139	1135	96.66	12301352	1629950	I	ptg000027l
26891	28029	1604191	1603057	1139	1135	96.66	12301352	1629950	I	ptg000027l
26891	28029	110748	109614	1139	1135	96.58	12301352	138185	I	ptg000075l
26895	28029	1560429	1559299	1135	1131	96.65	12301352	1629950	I	ptg000027l
27342	297986	1875346	1604558	270645	270789	99.77	12301352	1892986	I	ptg000033l
29930	31171	952191	950950	1242	1242	99.52	12301352	2937570	I	ptg000034l
29930	31172	802737	801495	1243	1243	99.60	12301352	2378934	I	ptg000043l
29931	31171	1677252	1678492	1241	1241	100.00	12301352	1892986	I	ptg000033l
112252	113860	455602	454017	1609	1586	98.01	12301352	1388142	I	ptg000044l
129483	131088	2064318	2062725	1606	1594	87.16	12301352	2835494	I	ptg000009l
224131	225372	674919	676160	1242	1242	99.19	12301352	1348512	I	ptg000032l
224131	225373	238880	240122	1243	1243	99.60	12301352	265127	I	ptg000039l
224132	225376	490535	491779	1245	1245	99.76	12301352	2405657	I	ptg000014l
224132	225372	1871518	1872758	1241	1241	99.84	12301352	1892986	I	ptg000033l
224132	225372	1879844	1878604	1241	1241	99.84	12301352	1892986	I	ptg000033l
224132	225373	1417887	1416647	1242	1241	97.10	12301352	1612909	I	ptg000037l
224132	225372	801496	802736	1241	1241	99.44	12301352	2378934	I	ptg000043l
224132	225185	1049851	1050904	1054	1054	98.86	12301352	2378934	I	ptg000043l
241324	242353	66519	67549	1030	1031	99.71	12301352	1388142	I	ptg000044l
241325	242353	355668	354640	1029	1029	99.42	12301352	2999113	I	ptg000002l
249512	250622	121361	120267	1111	1095	85.16	12301352	174961	I	ptg000040l
297969	319409	1604665	1583221	21441	21445	99.76	12301352	1892986	I	ptg000033l
