[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[TAGS]
1	10006	7633	17640	10006	10008	99.98	12301352	5459956	I	ptg000009l
10001	14705	246853	242147	4705	4707	99.68	12301352	273826	I	ptg000047l
10001	14705	258428	253722	4705	4707	99.68	12301352	273826	I	ptg000047l
10001	26887	279258	262363	16887	16896	99.80	12301352	309060	I	ptg000059l
15316	16394	4293660	4292587	1079	1074	91.12	12301352	4762358	I	ptg000010l
15320	16399	3856706	3855619	1080	1088	88.94	12301352	4099783	I	ptg000007l
15321	16394	242776	241703	1074	1074	89.30	12301352	1439759	I	ptg000015l
15321	16393	304089	305161	1073	1073	89.78	12301352	1439759	I	ptg000015l
15322	16393	3858758	3857691	1072	1068	91.09	12301352	4099783	I	ptg000007l
26886	59541	262477	229854	32656	32624	99.81	12301352	309060	I	ptg000059l
29928	31171	285299	286542	1244	1244	99.20	12301352	1802923	I	ptg000022l
29929	31171	3369546	3368304	1243	1243	98.63	12301352	4276372	I	ptg000006l
29931	31171	63313	64553	1241	1241	100.00	12301352	309060	I	ptg000059l
59533	148236	229109	140380	88704	88730	99.69	12301352	309060	I	ptg000059l
112252	113860	896903	895318	1609	1586	98.01	12301352	1696465	I	ptg000021l
129483	131088	263629	265222	1606	1594	87.16	12301352	2522887	I	ptg000023l
133961	135317	976223	974864	1357	1360	96.55	12301352	2583621	I	ptg000002l
148376	288633	140379	1	140258	140379	99.74	12301352	309060	I	ptg000059l
224127	225372	362339	361095	1246	1245	99.44	12301352	2908305	I	ptg000019l
224129	225373	3468667	3467423	1245	1245	99.60	12301352	4276372	I	ptg000006l
224131	225372	704271	705512	1242	1242	99.52	12301352	923414	I	ptg000005l
224131	225372	3356055	3354814	1242	1242	98.71	12301352	4276372	I	ptg000006l
224131	225372	3368303	3369544	1242	1242	98.47	12301352	4276372	I	ptg000006l
224131	225373	420609	421851	1243	1243	99.60	12301352	1962548	I	ptg000016l
224131	225372	286543	285302	1242	1242	99.03	12301352	1802923	I	ptg000022l
224132	225376	88289	89533	1245	1245	99.52	12301352	923414	I	ptg000005l
224132	225372	827707	828947	1241	1241	99.52	12301352	923414	I	ptg000005l
224132	225376	1702183	1700939	1245	1245	99.76	12301352	2187488	I	ptg000025l
224132	225372	2158619	2157379	1241	1241	99.52	12301352	2629497	I	ptg000043l
224132	225372	275155	276395	1241	1241	98.95	12301352	291221	I	ptg000058l
224132	225372	258192	259432	1241	1241	99.76	12301352	309060	I	ptg000059l
241324	242353	505847	506876	1030	1030	99.61	12301352	1696465	I	ptg000021l
241325	242353	866142	867171	1029	1030	99.61	12301352	1241803	I	ptg000017l
249512	250622	432733	433827	1111	1095	85.24	12301352	933466	I	ptg000038l
290551	297949	364904	357509	7399	7396	99.89	12301352	364905	I	ptg000037l
298041	313250	357507	342300	15210	15208	99.91	12301352	364905	I	ptg000037l
311100	312186	879099	878013	1087	1087	92.33	12301352	1802923	I	ptg000022l
311102	312191	368097	367012	1090	1086	92.59	12301352	1241803	I	ptg000017l
311102	312186	568629	569722	1085	1094	92.37	12301352	579686	I	ptg000031l
312186	313294	504966	503854	1109	1113	94.19	12301352	923414	I	ptg000005l
313177	314456	357722	356455	1280	1268	95.01	12301352	1962548	I	ptg000016l
313177	314556	345877	344502	1380	1376	99.13	12301352	1696465	I	ptg000021l
313258	314456	137569	136375	1199	1195	90.72	12301352	794421	I	ptg000024l
313348	314456	694626	695727	1109	1102	92.73	12301352	1241803	I	ptg000017l
313571	319009	342295	336866	5439	5430	99.15	12301352	364905	I	ptg000037l
317905	380272	338366	275986	62368	62381	99.79	12301352	364905	I	ptg000037l
380119	481856	276377	174625	101738	101753	99.77	12301352	364905	I	ptg000037l
440601	443226	1660771	1663396	2626	2626	99.20	12301352	4276372	I	ptg000006l
440601	443226	1688358	1685733	2626	2626	99.24	12301352	4276372	I	ptg000006l
441304	443226	1671085	1669163	1923	1923	99.22	12301352	4276372	I	ptg000006l
441304	443226	1677457	1679379	1923	1923	99.22	12301352	4276372	I	ptg000006l
481857	511120	170046	140807	29264	29240	99.81	12301352	364905	I	ptg000037l
511116	556401	140750	95470	45286	45281	99.61	12301352	364905	I	ptg000037l
527066	528313	58840	60087	1248	1248	97.20	12301352	364905	I	ptg000037l
527072	528313	1336410	1335169	1242	1242	98.95	12301352	1827184	I	ptg000003l
527073	528313	1361800	1360560	1241	1241	93.55	12301352	1827184	I	ptg000003l
527073	528313	398464	397224	1241	1241	98.23	12301352	4762358	I	ptg000010l
556066	561479	95958	90549	5414	5410	99.37	12301352	364905	I	ptg000037l
561373	568924	91021	83474	7552	7548	99.38	12301352	364905	I	ptg000037l
568337	569585	2044582	2045831	1249	1250	98.48	12301352	2625303	I	ptg000008l
568343	569584	89530	88289	1242	1242	97.83	12301352	923414	I	ptg000005l
568344	569584	90876	89636	1241	1241	98.71	12301352	1241803	I	ptg000017l
568344	569584	519224	520463	1241	1240	98.07	12301352	1696465	I	ptg000021l
568344	569587	983675	982432	1244	1244	98.55	12301352	1696465	I	ptg000021l
568344	569584	553470	554710	1241	1241	98.31	12301352	1802923	I	ptg000022l
568344	569585	154535	155776	1242	1242	98.31	12301352	193297	I	ptg000048l
568346	569588	405722	406964	1243	1243	98.23	12301352	579686	I	ptg000031l
570240	576882	81243	74566	6643	6678	98.76	12301352	364905	I	ptg000037l
576267	598910	68604	45900	22644	22705	98.72	12301352	364905	I	ptg000037l
584713	585961	659716	658469	1249	1248	92.96	12301352	1622430	I	ptg000012l
584718	585961	1335167	1336410	1244	1244	97.51	12301352	1827184	I	ptg000003l
584718	585968	421852	420601	1251	1252	93.45	12301352	1962548	I	ptg000016l
584720	585960	397224	398464	1241	1241	96.78	12301352	4762358	I	ptg000010l
584720	585967	123532	124779	1248	1248	96.23	12301352	364905	I	ptg000037l
599212	605362	47788	41717	6151	6072	95.87	12301352	364905	I	ptg000037l
599452	601089	47788	46158	1638	1631	92.10	12301352	364905	I	ptg000037l
603703	604775	19581	20695	1073	1115	81.83	12301352	364905	I	ptg000037l
604773	612784	25099	17084	8012	8016	99.63	12301352	364905	I	ptg000037l
609176	610287	42277	43340	1112	1064	81.51	12301352	364905	I	ptg000037l
611719	612824	276129	275025	1106	1105	87.25	12301352	427202	I	ptg000029l
612824	616395	1240144	1236572	3572	3573	96.45	12301352	1248183	I	ptg000035l
612824	618340	1242095	1236572	5517	5524	96.78	12301352	1248183	I	ptg000035l
612824	616478	1244043	1240385	3655	3659	96.62	12301352	1248183	I	ptg000035l
612824	614865	2044	1	2042	2044	97.36	12301352	364905	I	ptg000037l
612824	615143	2323	1	2320	2323	97.29	12301352	364905	I	ptg000037l
612824	619314	8858	2370	6491	6489	97.39	12301352	364905	I	ptg000037l
612824	617663	10249	5412	4840	4838	97.11	12301352	364905	I	ptg000037l
612824	613835	14559	13547	1012	1013	98.22	12301352	364905	I	ptg000037l
612824	618499	15948	10274	5676	5675	98.13	12301352	364905	I	ptg000037l
612879	624459	1248181	1236572	11581	11610	96.25	12301352	1248183	I	ptg000035l
613837	626683	12850	1	12847	12850	97.62	12301352	364905	I	ptg000037l
614252	621398	13547	6407	7147	7141	97.79	12301352	364905	I	ptg000037l
625337	637528	14977	2780	12192	12198	97.85	12301352	364905	I	ptg000037l
626923	638312	1248181	1236755	11390	11427	96.43	12301352	1248183	I	ptg000035l
627958	640018	12773	699	12061	12075	97.67	12301352	364905	I	ptg000037l
629301	640018	711049	721775	10718	10727	89.97	12301352	3538177	I	ptg000013l
629304	639829	709660	720196	10526	10537	89.73	12301352	3538177	I	ptg000013l
629472	640018	1247574	1236992	10547	10583	96.43	12301352	1248183	I	ptg000035l
629840	640018	1248181	1237968	10179	10214	96.17	12301352	1248183	I	ptg000035l
631150	639436	17085	8790	8287	8296	98.28	12301352	364905	I	ptg000037l
632262	638350	17085	10995	6089	6091	98.34	12301352	364905	I	ptg000037l
633177	640010	1248181	1241311	6834	6871	96.03	12301352	1248183	I	ptg000035l
634903	639433	17085	12547	4531	4539	98.13	12301352	364905	I	ptg000037l
639835	641275	1236755	1235315	1441	1441	99.24	12301352	1248183	I	ptg000035l
641277	667515	1235219	1208983	26239	26237	99.63	12301352	1248183	I	ptg000035l
667161	708130	1209399	1168404	40970	40996	99.52	12301352	1248183	I	ptg000035l
708123	709366	286545	285302	1244	1244	99.12	12301352	1802923	I	ptg000022l
708126	709371	554710	553465	1246	1246	97.99	12301352	1802923	I	ptg000022l
709364	739628	1168398	1138158	30265	30241	99.62	12301352	1248183	I	ptg000035l
739628	742125	1138002	1135494	2498	2509	99.36	12301352	1248183	I	ptg000035l
742252	745154	1135497	1132568	2903	2930	98.84	12301352	1248183	I	ptg000035l
745081	746557	1132591	1131070	1477	1522	96.45	12301352	1248183	I	ptg000035l
746386	773647	1130956	1103712	27262	27245	99.55	12301352	1248183	I	ptg000035l
773637	774886	124780	123531	1250	1250	94.80	12301352	364905	I	ptg000037l
773642	774889	1336412	1335165	1248	1248	96.47	12301352	1827184	I	ptg000003l
773645	774885	398464	397224	1241	1241	95.81	12301352	4762358	I	ptg000010l
773645	774885	904035	902796	1241	1240	94.04	12301352	1802923	I	ptg000022l
773645	774885	1312120	1313360	1241	1241	94.44	12301352	2522887	I	ptg000023l
774881	779649	1103712	1098972	4769	4741	98.79	12301352	1248183	I	ptg000035l
778623	779898	1097363	1098637	1276	1275	98.98	12301352	1248183	I	ptg000035l
780299	781660	1098637	1099998	1362	1362	98.97	12301352	1248183	I	ptg000035l
780634	843085	1098389	1035871	62452	62519	99.31	12301352	1248183	I	ptg000035l
843204	848891	1035976	1030317	5688	5660	98.00	12301352	1248183	I	ptg000035l
848551	851054	1030477	1027942	2504	2536	97.16	12301352	1248183	I	ptg000035l
851005	863287	1028112	1015862	12283	12251	99.20	12301352	1248183	I	ptg000035l
863278	876509	1015764	1002541	13232	13224	99.23	12301352	1248183	I	ptg000035l
876763	881447	1002577	997904	4685	4674	98.66	12301352	1248183	I	ptg000035l
881228	919908	998430	959659	38681	38772	99.35	12301352	1248183	I	ptg000035l
920334	982776	959127	896867	62443	62261	98.91	12301352	1248183	I	ptg000035l
982776	985584	894479	891488	2809	2992	83.75	12301352	1248183	I	ptg000035l
982797	986229	893209	889759	3433	3451	87.68	12301352	1248183	I	ptg000035l
983655	985584	895648	893573	1930	2076	83.27	12301352	1248183	I	ptg000035l
984110	985479	891720	890329	1370	1392	88.37	12301352	1248183	I	ptg000035l
984111	985602	896020	894486	1492	1535	87.59	12301352	1248183	I	ptg000035l
984111	985584	896123	894776	1474	1348	83.17	12301352	1248183	I	ptg000035l
986106	991323	889966	884747	5218	5220	99.75	12301352	1248183	I	ptg000035l
991027	1009932	884920	865929	18906	18992	99.17	12301352	1248183	I	ptg000035l
1009617	1013134	866175	862625	3518	3551	98.76	12301352	1248183	I	ptg000035l
1013136	1045802	862509	829857	32667	32653	99.23	12301352	1248183	I	ptg000035l
1045661	1053887	829932	821677	8227	8256	98.44	12301352	1248183	I	ptg000035l
1053887	1059395	822597	817128	5509	5470	98.01	12301352	1248183	I	ptg000035l
1059498	1068971	817261	807816	9474	9446	97.79	12301352	1248183	I	ptg000035l
1069461	1070836	805640	804276	1376	1365	89.27	12301352	1248183	I	ptg000035l
1071841	1072927	803051	802047	1087	1005	80.33	12301352	1248183	I	ptg000035l
1074052	1077441	800831	797449	3390	3383	98.53	12301352	1248183	I	ptg000035l
1077442	1081125	797331	793647	3684	3685	99.84	12301352	1248183	I	ptg000035l
