pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
GLOBAL	I	32589	42588	0.00023067505044615	1138	202072	876002843	6595680101
GLOBAL	I	42589	52588	8.2615842525099e-05	39	2468	29873205	7382277497
GLOBAL	I	52589	62588	7.7596948123595e-05	456	27108	349343636	7044251562
GLOBAL	I	62589	72588	NA	0	0	0	7255975210
GLOBAL	I	72589	82588	0.00038620766558081	810	240752	623374473	6927169363
GLOBAL	I	82589	92588	0.00033476818392264	784	201660	602386994	6749458320
GLOBAL	I	92589	102588	0	50	0	38389484	7045174168
GLOBAL	I	102589	112588	NA	0	0	0	7156239376
GLOBAL	I	112589	122588	0.00051891794189028	423	168488	324691028	6568678708
GLOBAL	I	122589	132588	0	418	0	320433372	7189906872
GLOBAL	I	132589	142588	0.00017594802169524	544	73248	416304766	6753851238
GLOBAL	I	142589	152588	9.1602121435804e-06	352	2484	271172759	7093042891
GLOBAL	I	152589	162588	0.00038918184325466	682	202368	519983148	6914588788
GLOBAL	I	162589	172588	0.0001099318786074	403	33972	309027740	7006479712
GLOBAL	I	172589	182588	0.00033543259924644	563	144924	432051030	7072104046
GLOBAL	I	182589	192588	0.0018643007196876	423	605716	324902519	6988285495
GLOBAL	I	192589	202588	0.00030490393746224	84	19616	64335017	7016909197
GLOBAL	I	202589	212588	NA	0	0	0	7426067330
GLOBAL	I	212589	222588	NA	0	0	0	6920429846
GLOBAL	I	222589	232588	NA	0	0	0	6973003774
GLOBAL	I	232589	242588	9.0264174370242e-05	182	12332	136621202	7070645810
GLOBAL	I	242589	252588	NA	0	0	0	7422201600
GLOBAL	I	252589	262588	0	21	0	16169031	7372014145
GLOBAL	I	262589	272588	0.00021922460722184	607	102044	465476943	6869359159
GLOBAL	I	272589	282588	5.1065954929908e-05	442	17320	339169218	6844903414
GLOBAL	I	282589	292588	0	138	0	106232422	6685855188
GLOBAL	I	292589	302588	5.1536174142164e-05	486	19156	371700079	6783766151
GLOBAL	I	302589	312588	0.00016798511523238	624	80440	478851950	6566054402
GLOBAL	I	312589	322588	0.0042875698473813	118	387580	90396195	6549381653
GLOBAL	I	322589	332588	8.3701310063734e-05	383	24584	293711054	7000148310
GLOBAL	I	332589	342588	0.00013269637569064	530	54116	407818222	6974952932
GLOBAL	I	342589	352588	0.00086573840510149	158	104584	120803235	7062496251
GLOBAL	I	352589	362588	0.00065364188196764	220	110108	168453098	7002476052
GLOBAL	I	362589	372588	0.000443723316832	252	85552	192804833	7131207225
GLOBAL	I	372589	382588	NA	0	0	0	6773532106
GLOBAL	I	382589	392588	0.00053734247419571	276	110784	206170190	7018106034
GLOBAL	I	392589	402588	0	58	0	44391850	6983505290
GLOBAL	I	402589	412588	0.0034193240362031	201	525920	153808178	7055005126
GLOBAL	I	412589	422588	0.006644351443415	459	2338300	351922986	6676747300
GLOBAL	I	422589	432588	0.0025223566162466	20	38784	15376097	6997058123
GLOBAL	I	432589	442588	0.0035297221151182	107	274780	77847488	6608319120
GLOBAL	I	442589	452588	0	23	0	17547095	7077613747
GLOBAL	I	452589	462588	0.00026827957734394	600	123380	459893374	6796854982
GLOBAL	I	462589	472588	0.00022528740734216	796	137768	611521086	6593426488
GLOBAL	I	472589	482588	0.00029181110006703	403	90108	308788802	6907755962
GLOBAL	I	482589	492588	0.00037918797521828	239	69216	182537434	6736346120
GLOBAL	I	492589	502588	0.00032605780674116	536	134288	411853350	7072973076
GLOBAL	I	502589	512588	0.00029980033058356	293	67560	225349985	6974185567
GLOBAL	I	512589	522588	7.7107150784927e-05	43	2484	32214911	7162681765
GLOBAL	I	522589	532588	0.00025610988207659	546	107060	418023698	6485396936
GLOBAL	I	532589	542588	0.00056637953983275	1110	482616	852107052	6600247242
GLOBAL	I	542589	552588	0.00048378201316461	484	179896	371853428	7140033108
GLOBAL	I	552589	562588	0.00037739670746928	291	84028	222651651	6101682629
GLOBAL	I	562589	572588	0.00060040938424805	275	125960	209790192	6168664308
GLOBAL	I	572589	582588	0.00147667936492	451	509100	344760015	6591132751
GLOBAL	I	582589	592588	0.00011439305652951	734	64240	561572546	6293913036
GLOBAL	I	592589	602588	0.00027156307265393	423	87576	322488618	4721515886
GLOBAL	I	602589	612588	NA	0	0	0	5735197028
GLOBAL	I	612589	622588	NA	0	0	0	1997036118
GLOBAL	I	622589	632588	NA	0	0	0	1508407846
GLOBAL	I	632589	642588	NA	0	0	0	3738934056
GLOBAL	I	642589	652588	6.7187862416462e-05	288	14668	218313241	6660366721
GLOBAL	I	652589	662588	0.0015194296225817	420	488224	321320575	6405049625
GLOBAL	I	662589	672588	0.0016979690112017	287	373480	219956900	6532700264
GLOBAL	I	672589	682588	0.00041075086424932	359	113340	275933686	6944476808
GLOBAL	I	682589	692588	0	149	0	113411198	6888972124
