,chrom,x,window_start,window_stop,stat_type,stat,div_stat
0,I,15501.5,10502,20501,theta,0.00040417887668111805,False
1,I,25501.5,20502,30501,theta,0.00036557594463543615,False
2,I,35501.5,30502,40501,theta,0.00023089007029606496,False
3,I,45501.5,40502,50501,theta,0.00028861258787008117,False
4,I,55501.5,50502,60501,theta,0.0005195026581661462,False
5,I,65501.5,60502,70501,theta,0.0004232984622094524,False
6,I,75501.5,70502,80501,theta,0.0004040576230181137,False
7,I,85501.5,80502,90501,theta,0.0005002618189748075,False
8,I,95501.5,90502,100501,theta,0.00030785342706141994,False
9,I,105501.5,100502,110501,theta,0.0004040576230181137,False
10,I,115501.5,110502,120501,theta,0.0004232984622094524,False
11,I,125501.5,120502,130501,theta,0.00030785342706141994,False
12,I,135501.5,130502,140501,theta,0.0004040576230181137,False
13,I,145501.5,140502,150501,theta,0.00034633510544409743,False
14,I,155501.5,150502,160501,theta,0.0004040576230181137,False
15,I,165501.5,160502,170501,theta,0.00026937174867874245,False
16,I,175501.5,170502,180501,theta,0.0004810209797834687,False
17,I,185501.5,180502,190501,theta,0.00032709426625275866,False
18,I,195501.5,190502,200501,theta,0.0006734293716968561,False
19,I,205501.5,200502,210501,theta,0.0004425393014007912,False
20,I,215501.5,210502,220501,theta,0.0005002618189748075,False
21,I,225501.5,220502,230501,theta,0.00044258355975676685,False
22,I,235501.5,230502,240501,theta,0.0004617801405921299,False
23,I,245501.5,240502,250501,theta,0.00034633510544409743,False
24,I,255501.5,250502,260501,theta,0.00032709426625275866,False
25,I,265501.5,260502,270501,theta,0.0004425393014007912,False
26,I,275501.5,270502,280501,theta,0.00036557594463543615,False
27,I,285501.5,280502,290501,theta,0.0004040576230181137,False
28,I,295501.5,290502,300501,theta,0.0002116492311047262,False
29,I,305501.5,300502,310501,theta,0.0004040576230181137,False
30,I,315501.5,310502,320501,theta,0.0003848937625792908,False
31,I,325501.5,320502,330501,theta,0.0004810209797834687,False
32,I,335501.5,330502,340501,theta,0.0004810209797834687,False
33,I,345501.5,340502,350501,theta,0.0005387434973574849,False
34,I,355501.5,350502,360501,theta,0.0005964660149315012,False
35,I,365501.5,360502,370501,theta,0.0006926702108881949,False
36,I,375501.5,370502,380501,theta,0.00032709426625275866,False
37,I,385501.5,380502,390501,theta,0.0007311518892708723,False
38,I,395501.5,390502,400501,theta,0.004213743782903186,False
39,I,405501.5,400502,410501,theta,0.005695288400636269,False
40,I,415501.5,410502,420501,theta,0.0058492151141669784,False
41,I,425501.5,420502,430501,theta,0.004771728119452009,False
42,I,435501.5,430502,440501,theta,0.007273037214326047,False
43,I,445501.5,440502,450501,theta,0.0008277699702126725,False
44,I,455501.5,450502,460501,theta,0.0004232984622094524,False
45,I,465501.5,460502,470501,theta,0.000384816783826775,False
46,I,475501.5,470502,480501,theta,0.00026937174867874245,False
47,I,485501.5,480502,490501,theta,0.0006541885325055173,False
48,I,495501.5,490502,500501,theta,0.0006157068541228399,False
49,I,505501.5,500502,510501,theta,0.0005772251757401623,False
50,I,515501.5,510502,520501,theta,0.0005964660149315012,False
51,I,525501.5,520502,530501,theta,0.0007889533021751061,False
52,I,535501.5,530502,540501,theta,0.00026937174867874245,False
53,I,545501.5,540502,550501,theta,0.0004232984622094524,False
54,I,555501.5,550502,560501,theta,0.0006734293716968561,False
55,I,565501.5,560502,570501,theta,0.0006932247907207715,False
56,I,575501.5,570502,580501,theta,0.0005195026581661462,False
57,I,585501.5,580502,590501,theta,0.0004425393014007912,False
58,I,595501.5,590502,600501,theta,0.00032742168794069936,False
59,I,605501.5,600502,610501,theta,0.0006556966347654779,False
60,I,615501.5,610502,620501,theta,5.7884594438443886e-05,False
61,I,625501.5,620502,630501,theta,0.0,False
62,I,635501.5,630502,640501,theta,0.00021245656605573804,False
63,I,645501.5,640502,650501,theta,0.0006157068541228399,False
64,I,655501.5,650502,660501,theta,0.0005964660149315012,False
65,I,665501.5,660502,670501,theta,0.0005002618189748075,False
66,I,675501.5,670502,680501,theta,0.0006926702108881949,False
67,I,685501.5,680502,690501,theta,0.0004617801405921299,False
68,I,695501.5,690502,700501,theta,0.0008465969244189048,False
69,I,705501.5,700502,710501,theta,0.0006555652194663968,False
70,I,715501.5,710502,720501,theta,0.0006349476933141786,False
71,I,725501.5,720502,730501,theta,0.0006926702108881949,False
72,I,735501.5,730502,740501,theta,0.001366099582585051,False
73,I,745501.5,740502,750501,theta,0.000981282798758276,False
74,I,755501.5,750502,760501,theta,0.0013468587433937123,False
75,I,765501.5,760502,770501,theta,0.001443062939350406,False
76,I,775501.5,770502,780501,theta,0.0010205809418944692,False
77,I,785501.5,780502,790501,theta,0.000750392728462211,False
78,I,795501.5,790502,800501,theta,0.0005964660149315012,False
79,I,805501.5,800502,810501,theta,0.00076963356765355,False
80,I,815501.5,810502,820501,theta,0.0011159686730976472,False
81,I,825501.5,820502,830501,theta,0.0009620419595669374,False
82,I,835501.5,830502,840501,theta,0.000981282798758276,False
83,I,845501.5,840502,850501,theta,0.0009235602811842598,False
84,I,855501.5,850502,860501,theta,0.001058246155523631,False
85,I,865501.5,860502,870501,theta,0.0008658377636102437,False
86,I,875501.5,870502,880501,theta,0.0010774869947149698,False
87,I,885501.5,880502,890501,theta,0.0011929320298630023,False
88,I,895501.5,890502,900501,theta,0.00076963356765355,False
89,I,905501.5,900502,910501,theta,0.0007311518892708723,False
90,I,915501.5,910502,920501,theta,0.0011929320298630023,False
91,I,925501.5,920502,930501,theta,0.0014238221001590672,False
92,I,935501.5,930502,940501,theta,0.0007119110500795336,False
93,I,945501.5,940502,950501,theta,0.0010390053163322924,True
94,I,955501.5,950502,960501,theta,0.0011159686730976472,True
95,I,965501.5,960502,970501,theta,0.0010390053163322924,True
96,I,975501.5,970502,980501,theta,0.0007888744068448887,True
97,I,985501.5,980502,990501,theta,0.00086609759288811,True
98,I,995501.5,990502,1000501,theta,0.0009428011203755987,False
99,I,1005501.5,1000502,1010501,theta,0.003059293431422861,False
100,I,1015501.5,1010502,1020501,theta,0.0008273560852275661,True
101,I,1025501.5,1020502,1030501,theta,0.0007311518892708723,True
102,I,1035501.5,1030502,1040501,theta,0.0006157068541228399,True
103,I,1045501.5,1040502,1050501,theta,0.000750392728462211,True
104,I,1055501.5,1050502,1060501,theta,0.00036561250588602477,True
105,I,1065501.5,1060502,1070501,theta,0.00076963356765355,True
106,I,1075501.5,1070502,1080501,theta,0.0008273560852275661,False
107,I,1085501.5,1080502,1090501,theta,0.0005579843365488236,False
108,I,1095501.5,1090502,1100501,theta,0.0007888744068448887,True
109,I,1105501.5,1100502,1110501,theta,0.002520549934065376,True
110,I,1115501.5,1110502,1120501,theta,0.0007119110500795336,True
111,I,1125501.5,1120502,1130501,theta,0.0007888744068448887,True
112,I,1135501.5,1130502,1140501,theta,0.0008658377636102437,False
113,I,1145501.5,1140502,1150501,theta,0.0007175076094331119,False
114,I,1155501.5,1150502,1160501,theta,0.0032517018233362486,False
115,I,1165501.5,1160502,1170501,theta,0.0006541885325055173,False
116,I,1175501.5,1170502,1180501,theta,0.0013083770650110346,False
117,I,1185501.5,1180502,1190501,theta,0.005310471616809494,True
118,I,1195501.5,1190502,1200501,theta,0.0008658377636102437,True
119,I,1205501.5,1200502,1210501,theta,0.001000523637949615,True
120,I,1215501.5,1210502,1220501,theta,0.0009235602811842598,True
121,I,1225501.5,1220502,1230501,theta,0.001135209512288986,False
122,I,1235501.5,1230502,1240501,theta,0.0008850786028015824,False
123,I,1245501.5,1240502,1250501,theta,0.0009043194419929211,False
124,I,1255501.5,1250502,1260501,theta,0.006368717772333126,False
125,I,1265501.5,1260502,1270501,theta,0.0009235602811842598,False
126,I,1275501.5,1270502,1280501,theta,0.0006157068541228399,False
127,I,1285501.5,1280502,1290501,theta,0.0007119110500795336,False
128,I,1295501.5,1290502,1300501,theta,0.0010586696233729803,False
129,I,1305501.5,1300502,1310501,theta,0.0015585079744984385,False
