pop	chromosome	window_pos_1	window_pos_2	avg_watterson_theta	no_sites	raw_watterson_theta	no_var_sites	weighted_no_sites
GLOBAL	I	1	10000	0.0010457621132969	134	0.14013212318178	1	96.57223796034
GLOBAL	I	10001	20000	0.0018266249362341	7118	13.001916296115	97	5446.883424408
GLOBAL	I	20001	30000	0.0015725196723641	8690	13.665195952844	104	7952.5530546624
GLOBAL	I	30001	40000	0.00099604242753728	9013	8.9773303993935	69	8711.1398713826
GLOBAL	I	40001	50000	0.0014318030440678	9527	13.640787600834	105	9492.5434083601
GLOBAL	I	50001	60000	0.0014547604160886	9644	14.029709452759	108	9600.652733119
GLOBAL	I	60001	70000	0.0016502381188881	9290	15.330712124471	118	9207.7524115756
GLOBAL	I	70001	80000	0.0012911132034412	9861	12.731667299134	98	9816.1945337621
GLOBAL	I	80001	90000	0.0012909627036384	9565	12.348058260301	95	9503.1977491961
GLOBAL	I	90001	100000	0.001448323526631	9064	13.127604445383	101	9003.9887459807
GLOBAL	I	100001	110000	0.0014215027706845	9324	13.254091833862	102	9268.7395498392
GLOBAL	I	110001	120000	0.0010955216362842	8898	9.7479515196568	75	8527.0128617363
GLOBAL	I	120001	130000	0.0010249482282642	9630	9.8702514381845	76	9596.7218649518
GLOBAL	I	130001	140000	0.0011451688812783	9301	10.651215764769	82	9241.5964630225
GLOBAL	I	140001	150000	0.0012570311686035	9511	11.955623444587	92	9427.5225080386
GLOBAL	I	150001	160000	0.0015769358302705	9641	15.203238339637	117	9579.575562701
GLOBAL	I	160001	170000	0.0011597199942749	9523	11.04401350548	85	9427.6398713826
GLOBAL	I	170001	180000	0.0016788503448363	9598	16.113605609739	124	9536.8987138264
GLOBAL	I	180001	190000	0.0014602324417006	9521	13.902873077431	107	9474.3922829582
GLOBAL	I	190001	200000	0.001819241138651	9426	17.148166972924	132	9379.4099678457
GLOBAL	I	200001	210000	0.0018178667455073	9290	16.887982065762	130	9243.0546623794
GLOBAL	I	210001	220000	0.0017696721338454	9040	15.997836089963	123	8938.5916398714
GLOBAL	I	220001	230000	0.0017961620276342	8976	16.122350360045	124	8607.4549839228
GLOBAL	I	230001	240000	0.0016010815240468	9334	14.944494945452	115	9267.2974276527
GLOBAL	I	240001	250000	0.0012354796541989	9470	11.699992325264	90	9210.7186495177
GLOBAL	I	250001	260000	0.00092148275550495	9584	8.8314907287594	68	9561.1077170418
