,chrom,x,window_start,window_stop,stat_type,stat,div_stat
0,I,5717.5,718,10717,theta,0.00020635780640723255,False
1,I,15717.5,10718,20717,theta,0.00016506973485024592,False
2,I,25717.5,20718,30717,theta,0.00022710716334488763,False
3,I,35717.5,30718,40717,theta,0.0021325241434152495,False
4,I,45717.5,40718,50717,theta,0.0007021783968731068,False
5,I,55717.5,50718,60717,theta,0.0036105393598041447,False
6,I,65717.5,60718,70717,theta,0.002970958101781696,False
7,I,75717.5,70718,80717,theta,0.004002540776011451,False
8,I,85717.5,80718,90717,theta,0.0042913839247957835,False
9,I,95717.5,90718,100717,theta,0.004146962350403617,False
10,I,105717.5,100718,110717,theta,0.004559595420095519,False
11,I,115717.5,110718,120717,theta,0.0038374875481346905,False
12,I,125717.5,120718,130717,theta,0.0046421220340339,False
13,I,135717.5,130718,140717,theta,0.002640851646028174,False
14,I,145717.5,140718,150717,theta,0.0031979062901122423,False
15,I,155717.5,150718,160717,theta,0.004333080539818955,False
16,I,165717.5,160718,170717,theta,0.004064435736465237,False
17,I,175717.5,170718,180717,theta,0.004353714256675236,False
18,I,185717.5,180718,190717,theta,0.004456437152672544,False
19,I,195717.5,190718,200717,theta,0.004024379743419072,False
20,I,205717.5,200718,210717,theta,0.004951596836302826,False
21,I,215717.5,210718,220717,theta,0.0046833853410030895,False
22,I,225717.5,220718,230717,theta,0.004415173845703354,False
23,I,235717.5,230718,240717,theta,0.0036311710132887393,False
24,I,245717.5,240718,250717,theta,0.005343598252510134,False
25,I,255717.5,250718,260717,theta,0.004869070222364446,False
26,I,265717.5,260718,270717,theta,0.002475798418151413,False
27,I,275717.5,270718,280717,theta,0.004765911954941471,False
28,I,285717.5,280718,290717,theta,0.0034248544784427886,False
29,I,295717.5,290718,300717,theta,0.004002540776011451,False
30,I,305717.5,300718,310717,theta,0.0037549609341963096,False
31,I,315717.5,310718,320717,theta,0.0023313768437592474,False
32,I,325717.5,320718,330717,theta,0.002269481883305462,False
33,I,335717.5,330718,340717,theta,0.0028059048739049347,False
34,I,345717.5,340718,350717,theta,0.0028890092897012557,False
35,I,355717.5,350718,360717,theta,0.00480717526191066,False
36,I,365717.5,360718,370717,theta,0.004126330696919022,False
37,I,375717.5,370718,380717,theta,0.004518332113126329,False
38,I,385717.5,380718,390717,theta,0.006065706124470963,False
39,I,395717.5,390718,400717,theta,0.005054755103725802,False
40,I,405717.5,400718,410717,theta,0.00557054644084068,False
41,I,415717.5,410718,420717,theta,0.0064577075406782695,False
42,I,425717.5,420718,430717,theta,0.005364229905994729,False
43,I,435717.5,430718,440717,theta,0.00557054644084068,False
44,I,445717.5,440718,450717,theta,0.005776862975686631,False
45,I,455717.5,450718,460717,theta,0.006272649924309344,False
46,I,465717.5,460718,470717,theta,0.007222523224253139,False
47,I,475717.5,470718,480717,theta,0.0076543434427847855,False
48,I,485717.5,480718,490717,theta,0.008378965004246888,False
49,I,495717.5,490718,500717,theta,0.005714968015232845,False
50,I,505717.5,500718,510717,theta,0.006065706124470963,False
51,I,515717.5,510718,520717,theta,0.0045192359603183924,False
52,I,525717.5,520718,530717,theta,0.005880021243109606,False
53,I,535717.5,530718,540717,theta,0.0048897018758490415,False
54,I,545717.5,540718,550717,theta,0.005714968015232845,False
