"","samples","cluster","frac_cluster","max_frac","strain","lat","long","geo"
"1","QG3856","A",1e-05,0.349379,"QG3856",10.42540556,-84.00121667,"Central America"
"2","NIC1927","A",1e-05,0.368965,"NIC1927",14.719237,-61.100187,"Caribbean"
"3","QG3828","A",1e-05,0.370663,"QG3828",10.42346389,-84.00128333,"Central America"
"4","QG3547","A",1e-05,0.394694,"QG3547",10.42551667,-84.01403333,"Central America"
"5","NIC1341","A",1.8e-05,0.395297,"NIC1341",4.047429012,-52.67763203,"South America"
"6","NIC1962","A",1e-05,0.413233,"NIC1962",14.744117,-61.093023,"Caribbean"
"7","JU1975","A",1e-05,0.419237,"JU1975",-2.96,-59.84,"South America"
"8","QG3800","A",1e-05,0.419691,"QG3800",10.42974,-84.00938,"Central America"
"9","QG800","A",1e-05,0.428734,"QG800",9.158057,-79.834221,"Central America"
"10","NIC1157","A",1e-05,0.429173,"NIC1157",-12.990649,-69.507455,"South America"
"11","NIC1651","A",1e-05,0.43514,"NIC1651",25.02814,121.74912,"Taiwan"
"12","NIC1156","A",1e-05,0.442355,"NIC1156",-12.990649,-69.507455,"South America"
"13","QG942","A",1e-05,0.442911,"QG942",9.144538,-79.854772,"Central America"
"14","JU2750","A",1e-05,0.443581,"JU2750",16.1761,-61.6951,"Caribbean"
"15","JU2505","A",1e-05,0.444489,"JU2505",10.4708,-84.6452,"Central America"
"16","NIC2360","A",1e-05,0.457304,"NIC2360",4.03893102,-52.67661296,"South America"
"17","NIC443","A",1e-05,0.461439,"NIC443",4.08447,-52.67858,"South America"
"18","QG3850","A",1e-05,0.469433,"QG3850",10.42972,-84.00718,"Central America"
"19","NIC940","A",1e-05,0.474289,"NIC940",4.03091,-52.68124,"South America"
"20","NIC426","A",1.1e-05,0.476432,"NIC426",5.41125,-53.65478,"South America"
"21","QG840","A",1e-05,0.478762,"QG840",9.161421,-79.837195,"Central America"
"22","NIC934","A",1e-05,0.485814,"NIC934",4.04783,-52.67766,"South America"
"23","NIC407","A",1e-05,0.487786,"NIC407",5.41418,-53.65416,"South America"
"24","JU2752","A",1e-05,0.488136,"JU2752",16.1761,-61.6951,"Caribbean"
"25","QG2716","A",1e-05,0.488596,"QG2716",9.16835,-79.839279,"Central America"
"26","NIC1856","A",1e-05,0.488909,"NIC1856",14.674356,-61.095002,"Caribbean"
"27","NIC1257","A",1e-05,0.491701,"NIC1257",4.085349999,-52.68294297,"South America"
"28","NIC363","A",1e-05,0.492649,"NIC363",4.95234,-52.49148,"South America"
"29","NIC2373","A",1e-05,0.496414,"NIC2373",4.042470027,-52.67842798,"South America"
"30","NIC314","A",1e-05,0.512491,"NIC314",4.03715,-52.67214,"South America"
"31","NIC359","A",1e-05,0.512922,"NIC359",4.0911,-52.68536,"South America"
"32","JU1976","A",1e-05,0.513657,"JU1976",-2.96,-59.84,"South America"
"33","NIC2365","A",1e-05,0.515779,"NIC2365",4.038977036,-52.667358,"South America"
"34","NIC420","A",1e-05,0.517824,"NIC420",5.41089,-53.6565,"South America"
"35","QG3529","A",1e-05,0.520274,"QG3529",10.43288,-84.00678,"Central America"
"36","NIC1386","A",1e-05,0.521795,"NIC1386",3.602447016,-53.19164,"South America"
"37","QG3795","A",1e-05,0.521948,"QG3795",10.42608333,-84.0092,"Central America"
"38","NIC1004","A",1e-05,0.523734,"NIC1004",4.03896,-52.66843,"South America"
"39","NIC365","A",1e-05,0.524702,"NIC365",4.03617,-52.67805,"South America"
"40","JU3170","A",1e-05,0.532135,"JU3170",0.289,6.612,"Africa"
"41","NIC1950","A",1e-05,0.532571,"NIC1950",14.743477,-61.095204,"Caribbean"
"42","NIC312","A",1e-05,0.532681,"NIC312",4.03892,-52.67656,"South America"
"43","NIC945","A",1e-05,0.535144,"NIC945",4.03707,-52.6772,"South America"
"44","NIC753","A",1e-05,0.536866,"NIC753",15.39802,-61.31219,"Caribbean"
"45","NIC907","A",1e-05,0.536927,"NIC907",4.04842,-52.67683,"South America"
"46","HPT33","A",1e-05,0.544646,"HPT33",-5.2563,119.86386,"Indonesia"
"47","NIC1913","A",1e-05,0.553797,"NIC1913",14.724882,-61.105406,"Caribbean"
"48","NIC1419","A",1e-05,0.557833,"NIC1419",3.603130979,-53.19263603,"South America"
"49","NIC1851","A",1e-05,0.5582,"NIC1851",14.72499,-61.105335,"Caribbean"
"50","QG3808","A",1e-05,0.559623,"QG3808",10.43288,-84.00678,"Central America"
"51","NIC894","A",1e-05,0.563142,"NIC894",22.01967,121.57357,"Taiwan"
"52","NIC895","A",1e-05,0.563142,"NIC895",22.01967,121.57357,"Taiwan"
"53","NIC1679","A",1e-05,0.564445,"NIC1679",22.08922,120.84876,"Taiwan"
"54","NIC479","A",1e-05,0.564937,"NIC479",4.08631,-52.67243,"South America"
"55","NIC898","A",1e-05,0.565343,"NIC898",22.01967,121.57357,"Taiwan"
"56","QG3848","A",1e-05,0.565958,"QG3848",10.43082,-84.01138,"Central America"
"57","NIC1328","A",1e-05,0.566178,"NIC1328",4.048613962,-52.676549,"South America"
"58","NIC920","A",1e-05,0.573711,"NIC920",4.04232,-52.68144,"South America"
"59","QG3863","A",1e-05,0.574127,"QG3863",10.42974,-84.00938,"Central America"
"60","NIC955","A",1e-05,0.574836,"NIC955",4.04973,-52.67652,"South America"
"61","NIC1378","A",1e-05,0.577279,"NIC1378",4.0951,-52.686219,"South America"
"62","NIC2355","A",1e-05,0.581664,"NIC2355",4.041457996,-52.676275,"South America"
"63","NIC1862","A",1e-05,0.583037,"NIC1862",14.843986,-61.214646,"Caribbean"
"64","JU1835","A",1e-05,0.58445,"JU1835",4.085783,-52.6791,"South America"
"65","NIC925","A",1e-05,0.584764,"NIC925",4.03975,-52.67435,"South America"
"66","QG3514","A",1e-05,0.586384,"QG3514",10.43089,-84.00684,"Central America"
