,chrom,x,window_start,window_stop,stat_type,stat,div_stat
0,I,14994.5,9995,19994,theta,0.0005622743095446337,False
1,I,24994.5,19995,29994,theta,0.000384714001267381,False
2,I,34994.5,29995,39994,theta,0.000384714001267381,False
3,I,44994.5,39995,49994,theta,0.0004439007706931319,False
4,I,54994.5,49995,59994,theta,0.0005178842324753205,False
5,I,64994.5,59995,69994,theta,0.0006362577713268224,False
6,I,74994.5,69995,79994,theta,0.000384714001267381,False
7,I,84994.5,79995,89994,theta,0.0004586974630495696,False
8,I,94994.5,89995,99994,theta,0.0004734941554060073,False
9,I,104994.5,99995,109994,theta,0.00042910407833669415,False
10,I,114994.5,109995,119994,theta,0.000384714001267381,False
11,I,124994.5,119995,129994,theta,0.00022195038534656594,False
12,I,134994.5,129995,139994,theta,0.0003255272318416301,False
13,I,144994.5,139995,149994,theta,0.00036991730891094326,False
14,I,154994.5,149995,159994,theta,0.00036991730891094326,False
15,I,164994.5,159995,169994,theta,0.000384714001267381,False
16,I,174994.5,169995,179994,theta,0.0004439007706931319,False
17,I,184994.5,179995,189994,theta,0.000488290847762445,False
18,I,194994.5,189995,199994,theta,0.0004586974630495696,False
19,I,204994.5,199995,209994,theta,0.0005918676942575092,False
20,I,214994.5,209995,219994,theta,0.0003403239241980678,False
21,I,224994.5,219995,229994,theta,0.0004439007706931319,False
22,I,234994.5,229995,239994,theta,0.0005326809248317583,False
23,I,244994.5,239995,249994,theta,0.0004586974630495696,False
24,I,254994.5,249995,259994,theta,0.0002515437700594414,False
25,I,264994.5,259995,269994,theta,0.0005326809248317583,False
26,I,274994.5,269995,279994,theta,0.0005326809248317583,False
27,I,284994.5,279995,289994,theta,0.0005770710019010714,False
28,I,294994.5,289995,299994,theta,0.0006362577713268224,False
29,I,304994.5,299995,309994,theta,0.000488290847762445,False
30,I,314994.5,309995,319994,theta,0.0006510544636832602,False
31,I,324994.5,319995,329994,theta,0.0006066643866139469,False
32,I,334994.5,329995,339994,theta,0.0004734941554060073,False
33,I,344994.5,339995,349994,theta,0.000384714001267381,False
34,I,354994.5,349995,359994,theta,0.0005474776171881959,False
35,I,364994.5,359995,369994,theta,0.0006658511560396978,False
36,I,374994.5,369995,379994,theta,0.0003403239241980678,False
37,I,384994.5,379995,389994,theta,0.0007398346178218865,False
38,I,394994.5,389995,399994,theta,0.0006362577713268224,False
39,I,404994.5,399995,409994,theta,0.0005770710019010714,False
40,I,414994.5,409995,419994,theta,0.00035512061655450553,False
41,I,424994.5,419995,429994,theta,0.00031073053948519236,False
42,I,434994.5,429995,439994,theta,0.0005178842324753205,False
43,I,444994.5,439995,449994,theta,0.000488290847762445,False
44,I,454994.5,449995,459994,theta,0.00042910407833669415,False
45,I,464994.5,459995,469994,theta,0.00028113715477231686,False
46,I,474994.5,469995,479994,theta,0.0005030875401188828,False
47,I,484994.5,479995,489994,theta,0.0006510544636832602,False
48,I,494994.5,489995,499994,theta,0.0003995106936238187,False
49,I,504994.5,499995,509994,theta,0.0004439007706931319,False
50,I,514994.5,509995,519994,theta,0.0006658511560396978,False
51,I,524994.5,519995,529994,theta,0.0006806478483961356,False
52,I,534994.5,529995,539994,theta,0.0004143073859802564,False
53,I,544994.5,539995,549994,theta,0.00036991730891094326,False
54,I,554994.5,549995,559994,theta,0.000488290847762445,False
55,I,564994.5,559995,569994,theta,0.0007992611655973166,False
56,I,574994.5,569995,579994,theta,0.0005622743095446337,False
57,I,584994.5,579995,589994,theta,0.0006954445407525733,False
58,I,594994.5,589995,599994,theta,0.00042927578865215504,False
59,I,604994.5,599995,609994,theta,0.0008878015413862637,False
60,I,614994.5,609995,619994,theta,0.00022217255790447042,False
61,I,624994.5,619995,629994,theta,5.922230280743538e-05,False
62,I,634994.5,629995,639994,theta,0.0002518964250545177,False
63,I,644994.5,639995,649994,theta,0.0008434114643169506,False
64,I,654994.5,649995,659994,theta,0.0007990213872476374,False
65,I,664994.5,659995,669994,theta,0.0004586974630495696,False
66,I,674994.5,669995,679994,theta,0.0006066643866139469,False
