pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
TD1	Tropical	I	1	10000	0.1110167996825256	13	40284	362864	775672
TD1	Tropical	I	10001	20000	0.2086683460436868	18	48376	231832	906704
TD1	Tropical	I	20001	30000	0.1797650394976706	28	21300	118488	1779072
TD1	Tropical	I	30001	40000	0.2317358726194193	76	130636	563728	4044632
TD1	Tropical	I	40001	50000	0.1507543959160522	72	106312	705200	3198352
TD1	Tropical	I	50001	60000	0.1732953630627111	130	990200	5713944	1334136
TD1	Tropical	I	60001	70000	0.0879199814628871	184	865108	9839720	136024
TD1	Tropical	I	70001	80000	0.0987194680706023	191	1016604	10297908	57348
TD1	Tropical	I	80001	90000	0.1126290719206844	215	1280420	11368468	287972
TD1	Tropical	I	90001	100000	0.1003823446697075	162	815252	8121468	661524
TD1	Tropical	I	100001	110000	0.1436215778667653	209	1607496	11192580	138564
TD1	Tropical	I	110001	120000	0.1110111876709492	173	1025048	9233736	145632
TD1	Tropical	I	120001	130000	0.1447427741321444	171	1317612	9103128	167808
TD1	Tropical	I	130001	140000	0.1110342090935097	145	866304	7802136	59184
TD1	Tropical	I	140001	150000	0.1019943151643635	138	758996	7441552	40256
TD1	Tropical	I	150001	160000	0.0948611249527555	202	1008960	10636180	315452
TD1	Tropical	I	160001	170000	0.1254814276825473	173	1143056	9109364	270004
TD1	Tropical	I	170001	180000	0.0931794862899922	176	838044	8993868	548148
TD1	Tropical	I	180001	190000	0.1516977628946173	174	1371332	9039896	393688
TD1	Tropical	I	190001	200000	0.1474218518632501	158	1168820	7928404	637724
TD1	Tropical	I	200001	210000	0.1151227962285863	152	907548	7883304	357528
TD1	Tropical	I	210001	220000	0.1112548230185588	168	979560	8804652	303636
TD1	Tropical	I	220001	230000	0.1568422226262378	154	1249168	7964488	384776
TD1	Tropical	I	230001	240000	0.1018798425824644	148	750332	7364872	713312
TD1	Tropical	I	240001	250000	0.1432156157867286	195	1483916	10361412	210708
TD1	Tropical	I	250001	260000	0.1552889311511877	201	1655280	10659356	238060
TD1	Tropical	I	260001	270000	0.0685303150633958	115	394864	5761888	689816
TD1	Tropical	I	270001	280000	0.1153325673721651	199	1223852	10611504	177480
TD1	Tropical	I	280001	290000	0.0980803880739945	165	850488	8671336	274304
TD1	Tropical	I	290001	300000	0.1012969999116579	192	995288	9825444	584028
TD1	Tropical	I	300001	310000	0.0991684125187628	186	988360	9966480	117696
TD1	Tropical	I	310001	320000	0.0947669900369358	163	824828	8703748	133460
TD1	Tropical	I	320001	330000	0.0901663826419114	182	869416	9642352	224960
TD1	Tropical	I	330001	340000	0.0929206604213452	170	842596	9067908	148812
TD1	Tropical	I	340001	350000	0.1001909081209848	174	916532	9147856	285728
TD1	Tropical	I	350001	360000	0.1283409893725079	158	1083584	8443008	123120
TD1	Tropical	I	360001	370000	0.0732162796870682	157	592484	8092244	419668
TD1	Tropical	I	370001	380000	0.0908082341424659	135	640080	7048700	270460
TD1	Tropical	I	380001	390000	0.1138929785099471	167	984936	8647908	406164
TD1	Tropical	I	390001	400000	0.1097631612693988	190	1119568	10199852	101188
TD1	Tropical	I	400001	410000	0.198368774402661	210	2200312	11092028	293332
TD1	Tropical	I	410001	420000	0.1924906433523695	242	2491960	12945876	174396
TD1	Tropical	I	420001	430000	0.1432692177871599	188	1443160	10073064	119544
TD1	Tropical	I	430001	440000	0.2391424230559581	249	3002612	12555748	944036
TD1	Tropical	I	440001	450000	0.1871505285562332	179	1392096	7438376	2266288
TD1	Tropical	I	450001	460000	0.2475341605522347	198	2516460	10166112	568656
TD1	Tropical	I	460001	470000	0.2138123558034591	264	2875860	13450392	862632
TD1	Tropical	I	470001	480000	0.2657811865617564	255	3309788	12453056	1372024
TD1	Tropical	I	480001	490000	0.2945927065853136	224	3199952	10862292	1282092
TD1	Tropical	I	490001	500000	0.2485160098209341	212	2739388	11022984	470808
