pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
KD	Tropical	I	1	10000	0.0067929924919556	7	304	44752	296608
KD	Tropical	I	10001	20000	0.1094907143670958	8	3844	35108	346412
KD	Tropical	I	20001	30000	0.4014389633104106	24	40396	100628	602172
KD	Tropical	I	30001	40000	0.24345773666202	83	61476	252512	1775568
KD	Tropical	I	40001	50000	0.0964735821619001	52	31844	330080	734160
KD	Tropical	I	50001	60000	0.349675898859317	135	767968	2196228	695292
KD	Tropical	I	60001	70000	0.275488470625025	214	1155824	4195544	141736
KD	Tropical	I	70001	80000	0.4035819972788436	257	2068072	5124292	36268
KD	Tropical	I	80001	90000	0.3901595888913904	254	1899300	4868008	553592
KD	Tropical	I	90001	100000	0.4349205877779777	245	1991564	4579144	440856
KD	Tropical	I	100001	110000	0.4147666481251275	278	2260820	5450824	231816
KD	Tropical	I	110001	120000	0.4180528761571968	237	1929508	4615464	223816
KD	Tropical	I	120001	130000	0.4887373111213605	243	2310056	4726580	333580
KD	Tropical	I	130001	140000	0.3624276833894851	191	1385980	3824156	11124
KD	Tropical	I	140001	150000	0.3655864526303093	178	1297304	3548556	25684
KD	Tropical	I	150001	160000	0.3942620964692555	275	2043656	5183496	499144
KD	Tropical	I	160001	170000	0.456808495579027	237	2039480	4464628	555372
KD	Tropical	I	170001	180000	0.4318421484909275	248	2029532	4699708	320292
KD	Tropical	I	180001	190000	0.423153743816917	237	1913508	4522016	277104
KD	Tropical	I	190001	200000	0.4634717564058037	209	1788176	3858220	398740
KD	Tropical	I	200001	210000	0.4756198313673913	230	2116240	4449436	168964
KD	Tropical	I	210001	220000	0.4465575699754632	222	1876008	4201044	437436
KD	Tropical	I	220001	230000	0.4470735594696103	224	1938840	4336736	161184
KD	Tropical	I	230001	240000	0.4541051889458617	203	1793196	3948856	448664
KD	Tropical	I	240001	250000	0.43953820083631	276	2307456	5249728	292352
KD	Tropical	I	250001	260000	0.4721635893156429	282	2423916	5133636	528924
KD	Tropical	I	260001	270000	0.4288957547876033	163	1260456	2938840	535000
KD	Tropical	I	270001	280000	0.4278956726116189	255	2138080	4996732	123668
KD	Tropical	I	280001	290000	0.3778979946154039	204	1501880	3974300	202340
KD	Tropical	I	290001	300000	0.4256537490933268	225	1802756	4235264	563856
KD	Tropical	I	300001	310000	0.3787069428384512	221	1653280	4365592	72088
KD	Tropical	I	310001	320000	0.199959901428575	159	630320	3152232	40488
KD	Tropical	I	320001	330000	0.1578142488149032	172	529600	3355844	97916
KD	Tropical	I	330001	340000	0.3014372304946586	206	1224180	4061144	75336
KD	Tropical	I	340001	350000	0.3841800195640911	117	821612	2138612	1536028
KD	Tropical	I	350001	360000	0.473914912995281	225	2089688	4409416	208984
KD	Tropical	I	360001	370000	0.4466675849512017	230	1958632	4384988	253492
KD	Tropical	I	370001	380000	0.4664513492517864	212	1935844	4150152	106808
KD	Tropical	I	380001	390000	0.4996404097189765	250	2428796	4861088	239232
KD	Tropical	I	390001	400000	0.4452179075199711	241	2069916	4649220	190060
KD	Tropical	I	400001	410000	0.4220117475437227	236	1966016	4658676	80204
KD	Tropical	I	410001	420000	0.4338216343965739	294	2531672	5835744	67776
KD	Tropical	I	420001	430000	0.4249400019887359	244	1897420	4465148	574932
KD	Tropical	I	430001	440000	0.457942923870543	278	2359256	5151856	510704
KD	Tropical	I	440001	450000	0.4382086440690518	224	1893468	4320928	377792
KD	Tropical	I	450001	460000	0.4492983941856227	152	1341224	2985152	87088
KD	Tropical	I	460001	470000	0.4350415478466813	246	2055848	4725636	214044
KD	Tropical	I	470001	480000	0.3665260805669075	208	1456516	3973840	202800
KD	Tropical	I	480001	490000	0.5244775005934282	174	1670400	3184884	630316
KD	Tropical	I	490001	500000	0.4644455731388437	187	1678876	3614796	220484
KD	Tropical	I	500001	510000	0.4850991819232521	218	2061656	4249968	147552
KD	Tropical	I	510001	520000	0.3719170888167761	179	1264832	3400844	534836
KD	Tropical	I	520001	530000	0.4486118951192808	216	1894628	4223312	113968
KD	Tropical	I	530001	540000	0.3768377202526479	286	2119676	5624904	117976
KD	Tropical	I	540001	550000	0.454232086738867	265	2363504	5203296	117904
KD	Tropical	I	550001	560000	0.5008782038969631	201	1877572	3748560	347760
KD	Tropical	I	560001	570000	0.432932188327024	251	2116176	4888008	192232
KD	Tropical	I	570001	580000	0.425390826318502	272	2228580	5238900	222860
KD	Tropical	I	580001	590000	0.3299310106933425	61	382588	1159600	125520
KD	Tropical	I	590001	600000	0.3322600227948382	227	1447116	4355372	263028
KD	Tropical	I	600001	610000	0.4004274006979571	316	2450904	6120720	224560
KD	Tropical	I	610001	620000	0.4559529143592933	231	1677024	3678064	1221456
KD	Tropical	I	620001	630000	0.4309447923089616	34	198488	460588	262292
KD	Tropical	I	630001	640000	0.0122324159021406	2	32	2616	57624
KD	Tropical	I	640001	650000	0.5943434121110408	53	432052	726940	839300
KD	Tropical	I	650001	660000	0.4193758442482394	192	1419448	3384668	751812
KD	Tropical	I	660001	670000	0.3882349952663682	218	1589476	4094108	363652
KD	Tropical	I	670001	680000	0.3427589326741208	285	1924516	5614780	168260
KD	Tropical	I	680001	690000	0.3071284745585093	260	1477100	4809388	511812
KD	Tropical	I	690001	700000	0.3110705386220254	238	1399148	4497848	301272
KD	Tropical	I	700001	710000	0.3753207851700648	221	1581264	4213100	264740
KD	Tropical	I	710001	720000	0.3821988287663415	243	1741252	4555880	604680
KD	Tropical	I	720001	730000	0.3436117532475152	211	1405548	4090512	206608
KD	Tropical	I	730001	740000	0.2862973382317046	268	1463836	5112992	288528
KD	Tropical	I	740001	750000	0.2673972966589675	272	1417472	5300996	160764
KD	Tropical	I	750001	760000	0.326886066297417	219	1358124	4154732	523908
KD	Tropical	I	760001	770000	0.317715899727074	185	1067256	3359152	375728
KD	Tropical	I	770001	780000	0.314971924916488	320	1907664	6056616	429224
KD	Tropical	I	780001	790000	0.2391519774180955	342	1560944	6526996	340364
KD	Tropical	I	790001	800000	0.3275394932114913	258	1569640	4792216	448664
KD	Tropical	I	800001	810000	0.2194569196766513	376	1501720	6842892	727268
KD	Tropical	I	810001	820000	0.2627682752818489	298	1504176	5724344	721336
KD	Tropical	I	820001	830000	0.3274792612944093	182	1134248	3463572	231148
KD	Tropical	I	830001	840000	0.2958443017109949	424	2467532	8340644	173276
KD	Tropical	I	840001	850000	0.2666293839443854	280	1460824	5478856	444744
KD	Tropical	I	850001	860000	0.2796615054705604	147	776224	2775584	1401056
KD	Tropical	I	860001	870000	0.311472804090017	369	2147676	6895228	1176932
KD	Tropical	I	870001	880000	0.2213149923472491	300	1244124	5621508	422572
KD	Tropical	I	880001	890000	0.2447839805825242	325	1210212	4944000	2264720
KD	Tropical	I	890001	900000	0.2894178817678309	342	1792336	6192900	1317020
KD	Tropical	I	900001	910000	0.2448058225500994	326	1482924	6057552	488528
KD	Tropical	I	910001	920000	0.2207932502611072	346	1404548	6361372	626468
KD	Tropical	I	920001	930000	0.1791777687041807	362	1198872	6690964	618156
KD	Tropical	I	930001	940000	0.2106844750842322	365	1464472	6951020	478580
KD	Tropical	I	940001	950000	0.1925901818334523	309	1100676	5715120	730560
KD	Tropical	I	950001	960000	0.1680348367112964	371	1002516	5966120	1604040
KD	Tropical	I	960001	970000	0.1673814162617041	354	1076300	6430224	778496
KD	Tropical	I	970001	980000	0.1612533502532036	480	1464888	9084388	554012
KD	Tropical	I	980001	990000	0.1793617335903174	440	1431260	7979740	1136580
KD	Tropical	I	990001	1000000	0.1309957520083679	275	589112	4497184	1285856
KD	Tropical	I	1000001	1010000	0.185551436290303	311	1070064	5766940	477940
KD	Tropical	I	1010001	1020000	0.1868334783887888	337	1214168	6498664	268296
