pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
Tropical	TH	I	1	10000	0.0783011962469479	18	61188	781444	3224516
Tropical	TH	I	10001	20000	0.2138113492791966	26	190080	889008	4452272
Tropical	TH	I	20001	30000	0.0699815565118845	33	37792	540028	6327332
Tropical	TH	I	30001	40000	0.2499312686283836	75	458180	1833224	14762896
Tropical	TH	I	40001	50000	0.0748924476879068	73	186200	2486232	11439248
Tropical	TH	I	50001	60000	0.1363373269592613	152	3208176	23531164	5464356
Tropical	TH	I	60001	70000	0.0997364130522168	221	4093936	41047556	1110404
Tropical	TH	I	70001	80000	0.1199646806600669	196	4438912	37001824	387136
Tropical	TH	I	80001	90000	0.0901093620317212	235	3589740	39837592	4991008
Tropical	TH	I	90001	100000	0.094573381540544	181	3202720	33864920	662640
Tropical	TH	I	100001	110000	0.1455208810689534	217	5907692	40596868	798052
Tropical	TH	I	110001	120000	0.0917344091606372	187	3189732	34771380	900740
Tropical	TH	I	120001	130000	0.1294900359542207	187	4533456	35010076	662044
Tropical	TH	I	130001	140000	0.1000558329184912	165	3134668	31329188	146212
Tropical	TH	I	140001	150000	0.1061433014757489	156	3137140	29555704	202856
Tropical	TH	I	150001	160000	0.1015482632574442	218	4124336	40614540	971140
Tropical	TH	I	160001	170000	0.1232924347961729	189	4343988	35233208	1011192
Tropical	TH	I	170001	180000	0.1047028561305577	193	3685680	35201332	1615348
Tropical	TH	I	180001	190000	0.1384070503656878	192	4839072	34962612	1663308
Tropical	TH	I	190001	200000	0.1455094476185552	171	4278132	29401060	3218900
Tropical	TH	I	200001	210000	0.1200338224455483	182	4016832	33464168	1254152
Tropical	TH	I	210001	220000	0.1257935312348125	172	3988140	31703856	1106864
Tropical	TH	I	220001	230000	0.1401741797289284	167	4297072	30655232	1201688
Tropical	TH	I	230001	240000	0.1160267834176031	173	3518308	30323240	3059760
Tropical	TH	I	240001	250000	0.1355954851333879	209	5333592	39334584	534256
Tropical	TH	I	250001	260000	0.1724146559036126	230	7359312	42683796	1191004
Tropical	TH	I	260001	270000	0.0836102251006728	123	1633704	19539524	4305476
Tropical	TH	I	270001	280000	0.1314071546437674	199	4916000	37410444	550796
Tropical	TH	I	280001	290000	0.1016415625936475	188	3578984	35211816	651064
Tropical	TH	I	290001	300000	0.1265388508939576	203	4504940	35601240	3123040
Tropical	TH	I	300001	310000	0.0753458560384091	182	2590776	34385116	333204
Tropical	TH	I	310001	320000	0.0821903349767169	188	2906148	35358756	504124
Tropical	TH	I	320001	330000	0.0960402742334349	201	3561420	37082568	1260192
Tropical	TH	I	330001	340000	0.1224833387886534	198	4575736	37358028	412452
