,chrom,x,window_start,window_stop,stat_type,stat,div_stat
0,I,15501.5,10502,20501,theta,0.0002836858113010127,False
1,I,25501.5,20502,30501,theta,0.00028351558279138115,False
2,I,35501.5,30502,40501,theta,0.0002456889337353551,False
3,I,45501.5,40502,50501,theta,0.00022678978498648158,False
4,I,55501.5,50502,60501,theta,0.00035908382622859585,False
5,I,65501.5,60502,70501,theta,0.00030238637998197544,False
6,I,75501.5,70502,80501,theta,0.0003779829749774693,False
7,I,85501.5,80502,90501,theta,0.0003212855287308489,False
8,I,95501.5,90502,100501,theta,0.00035908382622859585,False
9,I,105501.5,100502,110501,theta,0.00030238637998197544,False
10,I,115501.5,110502,120501,theta,0.0003212855287308489,False
11,I,125501.5,120502,130501,theta,0.00022678978498648158,False
12,I,135501.5,130502,140501,theta,0.0003401846774797224,False
13,I,145501.5,140502,150501,theta,0.000283487231233102,False
14,I,155501.5,150502,160501,theta,0.0004157812724752162,False
15,I,165501.5,160502,170501,theta,0.0002645880824842285,False
16,I,175501.5,170502,180501,theta,0.00030238637998197544,False
17,I,185501.5,180502,190501,theta,0.0003401846774797224,False
18,I,195501.5,190502,200501,theta,0.0003968821237263428,False
19,I,205501.5,200502,210501,theta,0.0003401846774797224,False
20,I,215501.5,210502,220501,theta,0.000283487231233102,False
21,I,225501.5,220502,230501,theta,0.0003402186993496574,False
22,I,235501.5,230502,240501,theta,0.0003401846774797224,False
23,I,245501.5,240502,250501,theta,0.00030238637998197544,False
24,I,255501.5,250502,260501,theta,0.00011339489249324079,False
25,I,265501.5,260502,270501,theta,0.0004157812724752162,False
26,I,275501.5,270502,280501,theta,0.00018899148748873466,False
27,I,285501.5,280502,290501,theta,0.0004913778674707102,False
28,I,295501.5,290502,300501,theta,0.00035908382622859585,False
29,I,305501.5,300502,310501,theta,0.0003779829749774693,False
30,I,315501.5,310502,320501,theta,0.0006238590664327542,False
31,I,325501.5,320502,330501,theta,0.0003212855287308489,False
32,I,335501.5,330502,340501,theta,0.0003968821237263428,False
33,I,345501.5,340502,350501,theta,0.0003779829749774693,False
34,I,355501.5,350502,360501,theta,0.0002645880824842285,False
35,I,365501.5,360502,370501,theta,0.0003401846774797224,False
36,I,375501.5,370502,380501,theta,0.0003779829749774693,False
37,I,385501.5,380502,390501,theta,0.00030238637998197544,False
38,I,395501.5,390502,400501,theta,0.0042523084684965295,False
39,I,405501.5,400502,410501,theta,0.006841491847092195,False
40,I,415501.5,410502,420501,theta,0.006672066715023835,False
41,I,425501.5,420502,430501,theta,0.0055947075004165875,False
42,I,435501.5,430502,440501,theta,0.007824247582033615,False
43,I,445501.5,440502,450501,theta,0.0013239996121108312,False
44,I,455501.5,450502,460501,theta,0.00045357956997296316,False
45,I,465501.5,460502,470501,theta,0.0003212855287308489,False
46,I,475501.5,470502,480501,theta,0.00022678978498648158,False
47,I,485501.5,480502,490501,theta,0.000529176164968457,False
48,I,495501.5,490502,500501,theta,0.0004157812724752162,False
49,I,505501.5,500502,510501,theta,0.0003779829749774693,False
50,I,515501.5,510502,520501,theta,0.00045357956997296316,False
51,I,525501.5,520502,530501,theta,0.0005484592351819578,False
52,I,535501.5,530502,540501,theta,0.0003968821237263428,False
53,I,545501.5,540502,550501,theta,0.0003401846774797224,False
54,I,555501.5,550502,560501,theta,0.0003779829749774693,False
55,I,565501.5,560502,570501,theta,0.0005112483881570821,False
56,I,575501.5,570502,580501,theta,0.0003968821237263428,False
57,I,585501.5,580502,590501,theta,0.0004725259713189685,False
58,I,595501.5,590502,600501,theta,0.0003215427629412019,False
59,I,605501.5,600502,610501,theta,0.0007182394764048322,False
60,I,615501.5,610502,620501,theta,9.459033407844578e-05,False
61,I,625501.5,620502,630501,theta,0.0,False
62,I,635501.5,630502,640501,theta,0.00015183087968566753,False
63,I,645501.5,640502,650501,theta,0.00047247871872183663,False
64,I,655501.5,650502,660501,theta,0.0006047727599639509,False
65,I,665501.5,660502,670501,theta,0.0006236719087128244,False
66,I,675501.5,670502,680501,theta,0.0003401846774797224,False
67,I,685501.5,680502,690501,theta,0.00043468042122408974,False
