,chrom,x,window_start,window_stop,stat_type,stat,div_stat
0,I,14994.5,9995,19994,theta,0.000166373231459203,False
1,I,24994.5,19995,29994,theta,0.0002033450606723592,False
2,I,34994.5,29995,39994,theta,0.00022183097527893732,False
3,I,44994.5,39995,49994,theta,0.0001848591460657811,False
4,I,54994.5,49995,59994,theta,0.00022183097527893732,False
5,I,64994.5,59995,69994,theta,0.0002033450606723592,False
6,I,74994.5,69995,79994,theta,0.0001478873168526249,False
7,I,84994.5,79995,89994,theta,0.000166373231459203,False
8,I,94994.5,89995,99994,theta,0.000332746462918406,False
9,I,104994.5,99995,109994,theta,0.00024031688988551542,False
10,I,114994.5,109995,119994,theta,0.0001478873168526249,False
11,I,124994.5,119995,129994,theta,0.0002033450606723592,False
12,I,134994.5,129995,139994,theta,0.0001478873168526249,False
13,I,144994.5,139995,149994,theta,0.00025880280449209353,False
14,I,154994.5,149995,159994,theta,0.0001848591460657811,False
15,I,164994.5,159995,169994,theta,0.00012940140224604676,False
16,I,174994.5,169995,179994,theta,0.0001848591460657811,False
17,I,184994.5,179995,189994,theta,0.00024031688988551542,False
18,I,194994.5,189995,199994,theta,0.0002033450606723592,False
19,I,204994.5,199995,209994,theta,0.0002957746337052498,False
20,I,214994.5,209995,219994,theta,0.0001848591460657811,False
21,I,224994.5,219995,229994,theta,0.00031426054831182787,False
22,I,234994.5,229995,239994,theta,0.0002033450606723592,False
23,I,244994.5,239995,249994,theta,0.0002033450606723592,False
24,I,254994.5,249995,259994,theta,5.545774381973433e-05,False
25,I,264994.5,259995,269994,theta,0.0001478873168526249,False
26,I,274994.5,269995,279994,theta,0.00011091548763946866,False
27,I,284994.5,279995,289994,theta,0.0001848591460657811,False
28,I,294994.5,289995,299994,theta,0.00031426054831182787,False
29,I,304994.5,299995,309994,theta,0.0001478873168526249,False
30,I,314994.5,309995,319994,theta,0.00024034092397791322,False
31,I,324994.5,319995,329994,theta,0.00012940140224604676,False
32,I,334994.5,329995,339994,theta,0.00025880280449209353,False
33,I,344994.5,339995,349994,theta,0.0001478873168526249,False
34,I,354994.5,349995,359994,theta,0.0001848591460657811,False
35,I,364994.5,359995,369994,theta,0.0001848591460657811,False
36,I,374994.5,369995,379994,theta,0.0001848591460657811,False
37,I,384994.5,379995,389994,theta,0.00022183097527893732,False
