,chrom,x,window_start,window_stop,stat_type,stat
0,I,21672.5,16673,26672,theta,0.00034225174143492107
1,I,31672.5,26673,36672,theta,0.0005856870632186433
2,I,41672.5,36673,46672,theta,0.0007128926638252802
3,I,51672.5,46673,56672,theta,0.000595439902493678
4,I,61672.5,56673,66672,theta,0.0006339327480949799
5,I,71672.5,66673,76672,theta,0.0006337474476811777
6,I,81672.5,76673,86672,theta,0.000543900543900544
7,I,91672.5,86673,96672,theta,0.0003686357667975032
8,I,101672.5,96673,106672,theta,0.0008679855914391822
9,I,111672.5,106673,116672,theta,0.0002846659597462
10,I,121672.5,116673,126672,theta,0.0004754481948250861
11,I,131672.5,126673,136672,theta,0.0004599332439748746
12,I,141672.5,136673,146672,theta,0.0005664054795684395
13,I,151672.5,146673,156672,theta,0.0005474448986933664
14,I,161672.5,156673,166672,theta,0.00028075338164583366
15,I,171672.5,166673,176672,theta,0.0006377427550714785
16,I,181672.5,176673,186672,theta,0.0003913715616377596
17,I,191672.5,186673,196672,theta,0.0005424401281708532
18,I,201672.5,196673,206672,theta,0.00046548433645207844
19,I,211672.5,206673,216672,theta,0.0008170117406532399
20,I,221672.5,216673,226672,theta,0.0004626248674084086
21,I,231672.5,226673,236672,theta,0.0007683724191348059
22,I,241672.5,236673,246672,theta,0.00048488173388166534
23,I,251672.5,246673,256672,theta,0.0003193664681747038
24,I,261672.5,256673,266672,theta,0.0005163516070734496
25,I,271672.5,266673,276672,theta,0.0006348906899629226
26,I,281672.5,276673,286672,theta,0.0005622766581890073
27,I,291672.5,286673,296672,theta,0.0006051158843228368
28,I,301672.5,296673,306672,theta,0.0005629703926402536
29,I,311672.5,306673,316672,theta,0.00042445995997190993
30,I,321672.5,316673,326672,theta,0.00030188130581531214
31,I,331672.5,326673,336672,theta,0.0005005515004925069
32,I,341672.5,336673,346672,theta,0.0006741095584522204
33,I,351672.5,346673,356672,theta,0.000577690298961078
34,I,361672.5,356673,366672,theta,0.0008067575549483532
35,I,371672.5,366673,376672,theta,0.000931386330951067
36,I,381672.5,376673,386672,theta,0.0005667202559831803
37,I,391672.5,386673,396672,theta,0.003374193429104961
38,I,401672.5,396673,406672,theta,0.010341039627431483
39,I,411672.5,406673,416672,theta,0.011132789364259656
40,I,421672.5,416673,426672,theta,0.0128013571773202
41,I,431672.5,426673,436672,theta,0.013379876188359986
42,I,441672.5,436673,446672,theta,0.00687850085996809
43,I,451672.5,446673,456672,theta,0.0006066796669452441
44,I,461672.5,456673,466672,theta,0.00032907417331866606
45,I,471672.5,466673,476672,theta,0.00044618936356266277
46,I,481672.5,476673,486672,theta,0.0007543763934072893
47,I,491672.5,486673,496672,theta,0.000654032739594237
48,I,501672.5,496673,506672,theta,0.0008514784675180172
49,I,511672.5,506673,516672,theta,0.001107863356924888
50,I,521672.5,516673,526672,theta,0.0007892392860766917
51,I,531672.5,526673,536672,theta,0.0003650064413859947
52,I,541672.5,536673,546672,theta,0.0006748467736298804
53,I,551672.5,546673,556672,theta,0.0008018189836371656
54,I,561672.5,556673,566672,theta,0.001332310516067582
55,I,571672.5,566673,576672,theta,0.0005861321141785359
56,I,581672.5,576673,586672,theta,0.00044695205832596664
57,I,591672.5,586673,596672,theta,0.0005132999688353591
58,I,601672.5,596673,606672,theta,0.002080792722576081
59,I,611672.5,606673,616672,theta,0.0005106022918748588
60,I,621672.5,616673,626672,theta,0.0
61,I,631672.5,626673,636672,theta,0.0
62,I,641672.5,636673,646672,theta,0.000641722015190477
63,I,651672.5,646673,656672,theta,0.0005651233210869247
64,I,661672.5,656673,666672,theta,0.0003915481534309407
65,I,671672.5,666673,676672,theta,0.0008260425759734028
66,I,681672.5,676673,686672,theta,0.0005058333423660717
