,chrom,x,window_start,window_stop,stat_type,stat,div_stat
0,I,5385.5,386,10385,theta,0.0028369598847873636,False
1,I,15385.5,10386,20385,theta,0.0034612654413784553,False
2,I,25385.5,20386,30385,theta,0.0023812465254596142,False
3,I,35385.5,30386,40385,theta,0.002823663912703477,False
4,I,45385.5,40386,50385,theta,0.0030578848824208164,False
5,I,55385.5,50386,60385,theta,0.0025764306668907304,False
6,I,65385.5,60386,70385,theta,0.0031099339868024467,False
7,I,75385.5,70386,80385,theta,0.0031359585389932627,False
8,I,85385.5,80386,90385,theta,0.002667516599558584,False
9,I,95385.5,90386,100385,theta,0.0023812465254596142,False
10,I,105385.5,100386,110385,theta,0.0024983570103182836,False
11,I,115385.5,110386,120385,theta,0.0027455902561310305,False
12,I,125385.5,120386,130385,theta,0.0030839094346116315,False
13,I,135385.5,130386,140385,theta,0.0025504061146999144,False
14,I,145385.5,140386,150385,theta,0.0022250992123147213,False
15,I,155385.5,150386,160385,theta,0.002342209697173391,False
16,I,165385.5,160386,170385,theta,0.0027846270844172536,False
17,I,175385.5,170386,180385,theta,0.0026545043234631766,False
18,I,185385.5,180386,190385,theta,0.0018087063772616741,False
19,I,195385.5,190386,200385,theta,0.002732577980035623,False
20,I,205385.5,200386,210385,theta,0.0023682342493642062,False
21,I,215385.5,210386,220385,theta,0.0026024552190815455,False
22,I,225385.5,220386,230385,theta,0.002042927346979013,False
23,I,235385.5,230386,240385,theta,0.0017436449967846354,False
24,I,245385.5,240386,250385,theta,0.0017962329710575838,False
25,I,255385.5,250386,260385,theta,0.002797639360512661,False
26,I,265385.5,260386,270385,theta,0.0030058357780391853,False
27,I,275385.5,270386,280385,theta,0.003096921710707039,False
28,I,285385.5,280386,290385,theta,0.002485344734222876,False
29,I,295385.5,290386,300385,theta,0.0027455902561310305,False
30,I,305385.5,300386,310385,theta,0.0025113692864136916,False
31,I,315385.5,310386,320385,theta,0.0023161851449825755,False
32,I,325385.5,320386,330385,theta,0.0025504061146999144,False
33,I,335385.5,330386,340385,theta,0.001874142586255964,False
34,I,345385.5,340386,350385,theta,0.0023684710964738537,False
35,I,355385.5,350386,360385,theta,0.0023682342493642062,False
36,I,365385.5,360386,370385,theta,0.00229016059279176,False
37,I,375385.5,370386,380385,theta,0.0024202833537458374,False
38,I,385385.5,380386,390385,theta,0.0029928235019437777,False
39,I,395385.5,390386,400385,theta,0.003253069023851932,False
40,I,405385.5,400386,410385,theta,0.003097231433850424,False
41,I,415385.5,410386,420385,theta,0.003240056747756524,False
42,I,425385.5,420386,430385,theta,0.0028106516366080696,False
43,I,435385.5,430386,440385,theta,0.00343524088918764,False
44,I,445385.5,440386,450385,theta,0.0033962040609014166,False
45,I,455385.5,450386,460385,theta,0.002875713017085108,False
46,I,465385.5,460386,470385,theta,0.0033831917848060095,False
47,I,475385.5,470386,480385,theta,0.0033311426804243788,False
48,I,485385.5,480386,490385,theta,0.00343524088918764,False
49,I,495385.5,490386,500385,theta,0.002888725293180516,False
50,I,505385.5,500386,510385,theta,0.0028106516366080696,False
51,I,515385.5,510386,520385,theta,0.002615467495176953,False
52,I,525385.5,520386,530385,theta,0.00326608129994734,False
53,I,535385.5,530386,540385,theta,0.002342209697173391,False
54,I,545385.5,540386,550385,theta,0.0036044004784279407,False
55,I,555385.5,550386,560385,theta,0.002342209697173391,False
56,I,565385.5,560386,570385,theta,0.0029277621214667386,False
57,I,575385.5,570386,580385,theta,0.0033962040609014166,False
58,I,585385.5,580386,590385,theta,0.0027586025322264385,False
59,I,595385.5,590386,600385,theta,0.0021730501079330906,False
60,I,605385.5,600386,610385,theta,0.003044872606325408,False
61,I,615385.5,610386,620385,theta,0.0022785154259519235,False
62,I,625385.5,620386,630385,theta,0.0022771483166963524,False
63,I,635385.5,630386,640385,theta,0.003357167232615194,False
64,I,645385.5,640386,650385,theta,0.003319126142171622,False
65,I,655385.5,650386,660385,theta,0.0033831917848060095,False
66,I,665385.5,660386,670385,theta,0.003044872606325408,False
67,I,675385.5,670386,680385,theta,0.003018848054134593,False
68,I,685385.5,680386,690385,theta,0.0034612654413784553,False
69,I,695385.5,690386,700385,theta,0.004165177903901644,False
70,I,705385.5,700386,710385,theta,0.003096921710707039,False
71,I,715385.5,710386,720385,theta,0.0034222286130922326,False
72,I,725385.5,720386,730385,theta,0.002771614808321846,False
73,I,735385.5,730386,740385,theta,0.0033701795087106015,False
74,I,745385.5,740386,750385,theta,0.0035523513740463096,False
75,I,755385.5,750386,760385,theta,0.003279093576042747,False
76,I,765385.5,760386,770385,theta,0.002953786673657554,False
77,I,775385.5,770386,780385,theta,0.00458032118558352,False
78,I,785385.5,780386,790385,theta,0.004385137044152404,False
79,I,795385.5,790386,800385,theta,0.003968744209099357,False
80,I,805385.5,800386,810385,theta,0.003916695104717726,False
81,I,815385.5,810386,820385,theta,0.0031099339868024467,False
82,I,825385.5,820386,830385,theta,0.002966798949752962,False
83,I,835385.5,830386,840385,theta,0.0031489708150886702,False
84,I,845385.5,840386,850385,theta,0.0035523513740463096,False
85,I,855385.5,850386,860385,theta,0.004645382566060559,False
86,I,865385.5,860386,870385,theta,0.005022738572827383,False
87,I,875385.5,870386,880385,theta,0.0033311426804243788,False
88,I,885385.5,880386,890385,theta,0.004463210700724851,False
89,I,895385.5,890386,900385,theta,0.00296739242823861,False
90,I,905385.5,900386,910385,theta,0.0036044004784279407,False
91,I,915385.5,910386,920385,theta,0.002914749845371331,False
92,I,925385.5,920386,930385,theta,0.0031880076433748934,False
93,I,935385.5,930386,940385,theta,0.002524381562509099,False
94,I,945385.5,940386,950385,theta,0.003174995367279486,True
95,I,955385.5,950386,960385,theta,0.0036304250306187563,True
96,I,965385.5,960386,970385,theta,0.003695486411095795,True
97,I,975385.5,970386,980385,theta,0.003253069023851932,True
98,I,985385.5,980386,990385,theta,0.00486659125968249,True
99,I,995385.5,990386,1000385,theta,0.004723456222633006,False
100,I,1005385.5,1000386,1010385,theta,0.0047624930509192285,False
101,I,1015385.5,1010386,1020385,theta,0.004840566707491675,True
102,I,1025385.5,1020386,1030385,theta,0.003971126885230495,True
