,chrom,x,window_start,window_stop,stat_type,stat,div_stat
0,I,22424.5,17425,27424,theta,0.0,False
1,I,32424.5,27425,37424,theta,0.0,False
2,I,42424.5,37425,47424,theta,0.0,False
3,I,52424.5,47425,57424,theta,0.0,False
4,I,62424.5,57425,67424,theta,0.0,False
5,I,72424.5,67425,77424,theta,0.0,False
6,I,82424.5,77425,87424,theta,0.0,False
7,I,92424.5,87425,97424,theta,0.0,False
8,I,102424.5,97425,107424,theta,3.3113927679755353e-05,False
9,I,112424.5,107425,117424,theta,0.0,False
10,I,122424.5,117425,127424,theta,3.3113927679755353e-05,False
11,I,132424.5,127425,137424,theta,0.0,False
12,I,142424.5,137425,147424,theta,3.3113927679755353e-05,False
13,I,152424.5,147425,157424,theta,0.0,False
14,I,162424.5,157425,167424,theta,0.0,False
15,I,172424.5,167425,177424,theta,0.0,False
16,I,182424.5,177425,187424,theta,0.0,False
17,I,192424.5,187425,197424,theta,0.0,False
18,I,202424.5,197425,207424,theta,0.0,False
19,I,212424.5,207425,217424,theta,0.0,False
20,I,222424.5,217425,227424,theta,0.0,False
21,I,232424.5,227425,237424,theta,0.0,False
22,I,242424.5,237425,247424,theta,0.0,False
23,I,252424.5,247425,257424,theta,0.0,False
24,I,262424.5,257425,267424,theta,0.0,False
25,I,272424.5,267425,277424,theta,0.0,False
26,I,282424.5,277425,287424,theta,0.0,False
27,I,292424.5,287425,297424,theta,0.0,False
28,I,302424.5,297425,307424,theta,0.0,False
29,I,312424.5,307425,317424,theta,0.0,False
30,I,322424.5,317425,327424,theta,0.0,False
31,I,332424.5,327425,337424,theta,0.0,False
32,I,342424.5,337425,347424,theta,0.0,False
33,I,352424.5,347425,357424,theta,0.0,False
34,I,362424.5,357425,367424,theta,0.0,False
35,I,372424.5,367425,377424,theta,0.0,False
36,I,382424.5,377425,387424,theta,3.3113927679755353e-05,False
37,I,392424.5,387425,397424,theta,3.3113927679755353e-05,False
38,I,402424.5,397425,407424,theta,3.3113927679755353e-05,False
39,I,412424.5,407425,417424,theta,0.0,False
40,I,422424.5,417425,427424,theta,0.0,False
41,I,432424.5,427425,437424,theta,0.0,False
42,I,442424.5,437425,447424,theta,0.0,False
43,I,452424.5,447425,457424,theta,3.3113927679755353e-05,False
44,I,462424.5,457425,467424,theta,0.0,False
45,I,472424.5,467425,477424,theta,0.0,False
46,I,482424.5,477425,487424,theta,0.0,False
47,I,492424.5,487425,497424,theta,0.0,False
48,I,502424.5,497425,507424,theta,0.0,False
49,I,512424.5,507425,517424,theta,0.0,False
50,I,522424.5,517425,527424,theta,0.0,False
51,I,532424.5,527425,537424,theta,0.0,False
52,I,542424.5,537425,547424,theta,0.0,False
53,I,552424.5,547425,557424,theta,0.0,False
54,I,562424.5,557425,567424,theta,0.0,False
55,I,572424.5,567425,577424,theta,0.0,False
56,I,582424.5,577425,587424,theta,0.0,False
57,I,592424.5,587425,597424,theta,0.0,False
58,I,602424.5,597425,607424,theta,0.0001325750282444414,False
59,I,612424.5,607425,617424,theta,0.0,False
60,I,622424.5,617425,627424,theta,0.0,False
61,I,632424.5,627425,637424,theta,0.0,False
62,I,642424.5,637425,647424,theta,3.319026528992217e-05,False
63,I,652424.5,647425,657424,theta,0.0,False
64,I,662424.5,657425,667424,theta,3.3113927679755353e-05,False
65,I,672424.5,667425,677424,theta,0.0,False
66,I,682424.5,677425,687424,theta,0.0,False
67,I,692424.5,687425,697424,theta,0.0,False
68,I,702424.5,697425,707424,theta,0.0,False
69,I,712424.5,707425,717424,theta,0.0,False
70,I,722424.5,717425,727424,theta,0.0,False
71,I,732424.5,727425,737424,theta,0.0,False
72,I,742424.5,737425,747424,theta,0.0,False
73,I,752424.5,747425,757424,theta,0.0,False
74,I,762424.5,757425,767424,theta,0.0,False
75,I,772424.5,767425,777424,theta,0.0,False
76,I,782424.5,777425,787424,theta,0.0,False
77,I,792424.5,787425,797424,theta,0.0,False
78,I,802424.5,797425,807424,theta,0.0,False
79,I,812424.5,807425,817424,theta,0.0,False
80,I,822424.5,817425,827424,theta,0.0,False
81,I,832424.5,827425,837424,theta,6.622785535951071e-05,False
82,I,842424.5,837425,847424,theta,0.0,False
83,I,852424.5,847425,857424,theta,0.0,False
84,I,862424.5,857425,867424,theta,0.0,False
85,I,872424.5,867425,877424,theta,0.0,False
86,I,882424.5,877425,887424,theta,0.0,False
87,I,892424.5,887425,897424,theta,0.0,False
88,I,902424.5,897425,907424,theta,0.0,False
89,I,912424.5,907425,917424,theta,0.0,False
90,I,922424.5,917425,927424,theta,0.0,False
91,I,932424.5,927425,937424,theta,0.0,False
92,I,942424.5,937425,947424,theta,0.0,True
93,I,952424.5,947425,957424,theta,0.0,True
