pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
LAC	Mic2	I	1	10000	0.0029498525073746	1	20	6780	62740
LAC	Mic2	I	10001	20000	0.0625411293787492	55	183992	2941936	1229264
LAC	Mic2	I	20001	30000	0.0794441339659788	39	173996	2190168	521112
LAC	Mic2	I	30001	40000	0.0682750105771252	45	205268	3006488	121912
LAC	Mic2	I	40001	50000	0.0693803090588321	49	231080	3330628	75852
LAC	Mic2	I	50001	60000	0.0660559342355747	46	208472	3155992	41928
LAC	Mic2	I	60001	70000	0.0796388261851015	55	292824	3676900	146700
LAC	Mic2	I	70001	80000	0.0788489658011669	42	222168	2817640	102200
LAC	Mic2	I	80001	90000	0.0835907428317203	42	237492	2841128	78712
LAC	Mic2	I	90001	100000	0.0714275269068788	49	234456	3282432	124048
LAC	Mic2	I	100001	110000	0.1255600135854821	42	356380	2838324	81516
LAC	Mic2	I	110001	120000	0.063884184237344	33	142428	2229472	64688
LAC	Mic2	I	120001	130000	0.0642197233755207	33	143416	2233208	60952
LAC	Mic2	I	130001	140000	0.0062160747575613	30	12684	2040516	45084
LAC	Mic2	I	140001	150000	0.0899322472167528	37	224536	2496724	75516
LAC	Mic2	I	150001	160000	0.0586642542578387	48	186760	3183540	153420
LAC	Mic2	I	160001	170000	0.0872939313224389	41	242520	2778200	72120
LAC	Mic2	I	170001	180000	0.0295966042461921	48	94716	3200232	136728
LAC	Mic2	I	180001	190000	0.1171267781870835	57	447808	3823276	139364
LAC	Mic2	I	190001	200000	0.0550574712643678	50	185852	3375600	100400
LAC	Mic2	I	200001	210000	0.0932249147104779	64	403332	4326440	122840
LAC	Mic2	I	210001	220000	0.0535929845454299	45	158408	2955760	172640
LAC	Mic2	I	220001	230000	0.1326209361424553	54	468432	3532112	221968
LAC	Mic2	I	230001	240000	0.0655996795957977	58	255516	3895080	137080
LAC	Mic2	I	240001	250000	0.0434986658592434	48	137916	3170580	166380
LAC	Mic2	I	250001	260000	0.0642375631915221	27	118276	1841228	35812
LAC	Mic2	I	260001	270000	0.040160956451878	52	139768	3480196	134844
LAC	Mic2	I	270001	280000	0.0463119419671344	47	145152	3134224	133216
LAC	Mic2	I	280001	290000	0.0573931967799491	51	190300	3315724	229796
LAC	Mic2	I	290001	300000	0.0502528911136752	55	185360	3688544	135056
LAC	Mic2	I	300001	310000	0.0379030144167758	49	124356	3280900	125580
LAC	Mic2	I	310001	320000	0.0265264149431976	65	109940	4144548	374252
LAC	Mic2	I	320001	330000	0.0518210760134726	56	188688	3641144	251976
LAC	Mic2	I	330001	340000	0.0196769372598645	53	68728	3492820	191740
LAC	Mic2	I	340001	350000	0.0608396326374848	55	222556	3658076	165524
LAC	Mic2	I	350001	360000	0.1137180092301237	55	416328	3661056	162544
LAC	Mic2	I	360001	370000	0.0530293198737412	55	197772	3729484	94116
