pop	chromosome	window_pos_1	window_pos_2	tajima_d	no_sites	raw_pi	raw_watterson_theta	tajima_d_stdev
Tw5	I	1	10000	NA	0	0	0	0
Tw3	I	1	10000	NA	64	0	0	0
Tw1	I	1	10000	NA	0	0	0	0
Hw3	I	1	10000	NA	0	0	0	0
Hw1	I	1	10000	NA	0	0	0	0
HC	I	1	10000	NA	96	0	0	0
Hw2	I	1	10000	NA	0	0	0	0
Af	I	1	10000	NA	0	0	0	0
LAC	I	1	10000	-0.81799003273156	134	0.0058909905317142	0.14093190614389	0.16508870549586
Indo2	I	1	10000	NA	0	0	0	0
Indo3	I	1	10000	NA	0	0	0	0
Indo1	I	1	10000	NA	0	0	0	0
Tw2	I	1	10000	NA	0	0	0	0
Tw6	I	1	10000	NA	0	0	0	0
Tw7	I	1	10000	NA	0	0	0	0
Tw4	I	1	10000	NA	64	0	0	0
Au	I	1	10000	NA	0	0	0	0
Mic2	I	1	10000	NA	54	0	0	0
Mic1	I	1	10000	NA	10	0	0	0
Tw5	I	10001	20000	-9.3940068445096	5311	1.3333333333333	6.4545454545455	0.5451573759716
Tw3	I	10001	20000	-3.8548122718413	6149	0	1.8518992538956	0.48041230630695
Tw1	I	10001	20000	-2.9722393286114	5800	0	1.3716071325073	0.46147264094917
Hw3	I	10001	20000	-9.0940214699754	766	0	3.1379697881691	0.34505854187054
Hw1	I	10001	20000	-1.3977069331222	5089	0.41926306612215	1.4267065518509	0.72078306392769
HC	I	10001	20000	-0.49553590319881	6566	0.6664923177509	0.90446341087131	0.48022977060642
Hw2	I	10001	20000	-3.597869046091	5581	0	1.060457287137	0.29474593809611
Af	I	10001	20000	-0.43618465637445	4631	3.5534232883558	4.184601649732	1.447043934609
LAC	I	10001	20000	-1.225769657132	6994	1.1363324230015	7.8360978169013	5.4657621478211
Indo2	I	10001	20000	NA	1624	0	0	0
Indo3	I	10001	20000	NA	2839	0	4	0
Indo1	I	10001	20000	NA	5835	0	4	0
Tw2	I	10001	20000	-5.5966653475733	4969	0	2.1897810218978	0.39126531352233
Tw6	I	10001	20000	-9.0534129318333	4324	0	1.6363636363636	0.18074549881735
Tw7	I	10001	20000	NA	2130	0	4	0
Tw4	I	10001	20000	-5.4210593838333	4980	0	1.7518248175182	0.32315174829897
Au	I	10001	20000	-2.296281468963	2287	0	0.33113927679755	0.14420674524151
Mic2	I	10001	20000	1.0745685952002	6631	2.00333000333	1.2239089038518	0.72533396468093
Mic1	I	10001	20000	-7.5887642737572	2086	0	4.1571579919075	0.54780433835366
Tw5	I	20001	30000	-5.7500980626677	8440	1.3333333333333	3.2727272727273	0.33728015040046
Tw3	I	20001	30000	-0.87755745879327	8680	0.6178439223389	0.9760833747762	0.40822335773878
Tw1	I	20001	30000	NA	8688	0	0	0
Hw3	I	20001	30000	-2.8338128021353	6158	0	1.3102868970497	0.46237595371944
Hw1	I	20001	30000	-0.86225104872304	8566	0.23188405797101	0.50940358348729	0.32185466857625
HC	I	20001	30000	-1.2806006033979	8690	0.32795031055901	0.83012506540081	0.39214002672602
Hw2	I	20001	30000	-2.5603798253732	8679	0	0.35348576237902	0.13805989208163
