pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
Tw3	LAC	I	1	10000	0.0029498525073746	1	8	2712	46268
Tw3	LAC	I	10001	20000	0.0923314495286913	53	34440	373004	2516816
Tw3	LAC	I	20001	30000	0.0600603003015015	36	48048	799996	963284
Tw3	LAC	I	30001	40000	0.0760607493204113	43	154452	2030640	75500
Tw3	LAC	I	40001	50000	0.1026700459444445	49	243220	2368948	31072
Tw3	LAC	I	50001	60000	0.0730028946782453	46	163928	2245500	7580
Tw3	LAC	I	60001	70000	0.096153056241414	54	252816	2629308	15612
Tw3	LAC	I	70001	80000	0.0823021106489955	42	167096	2030276	26884
Tw3	LAC	I	80001	90000	0.0832246072645225	39	157428	1891604	18616
Tw3	LAC	I	90001	100000	0.0665718364861743	47	152196	2286192	15868
Tw3	LAC	I	100001	110000	0.1567401935064117	39	298728	1905880	4340
Tw3	LAC	I	110001	120000	0.1404831427164466	36	243060	1730172	33108
Tw3	LAC	I	120001	130000	0.0799892571786665	33	128664	1608516	7824
Tw3	LAC	I	130001	140000	0.0584408498142333	33	94252	1612776	3564
Tw3	LAC	I	140001	150000	0.087548967451758	34	144820	1654160	11160
Tw3	LAC	I	150001	160000	0.0390068295539689	48	90584	2322260	28780
Tw3	LAC	I	160001	170000	0.0843743961555587	39	160688	1904464	5756
Tw3	LAC	I	170001	180000	0.049207456614864	49	116800	2373624	26396
Tw3	LAC	I	180001	190000	0.1005908250869858	50	243192	2417636	31364
Tw3	LAC	I	190001	200000	0.1009006203545117	50	246252	2440540	8460
Tw3	LAC	I	200001	210000	0.0854677731363368	59	243884	2853520	36300
Tw3	LAC	I	210001	220000	0.079411451285691	41	157984	1989436	18744
Tw3	LAC	I	220001	230000	0.1397587095025078	50	338168	2419656	78324
Tw3	LAC	I	230001	240000	0.0426443013458667	54	110620	2594016	50904
Tw3	LAC	I	240001	250000	0.0827966135352679	50	200132	2417152	31848
Tw3	LAC	I	250001	260000	0.1097335683760119	31	166080	1513484	4896
Tw3	LAC	I	260001	270000	0.037323706199169	53	96520	2586024	9916
Tw3	LAC	I	270001	280000	0.077176016803776	48	179596	2327096	23944
Tw3	LAC	I	280001	290000	0.068274166374332	54	173604	2542748	102172
Tw3	LAC	I	290001	300000	0.0406317328043583	53	102744	2528664	67276
Tw3	LAC	I	300001	310000	0.0628313015622815	52	158168	2517344	29616
Tw3	LAC	I	310001	320000	0.0545873185528741	64	158936	2911592	223128
Tw3	LAC	I	320001	330000	0.0841881310113873	53	217004	2577608	18332
Tw3	LAC	I	330001	340000	0.0457058646357729	55	118972	2602992	90908
Tw3	LAC	I	340001	350000	0.0545641509373425	52	136052	2493432	53528
Tw3	LAC	I	350001	360000	0.1700479381710353	54	446384	2625048	19872
Tw3	LAC	I	360001	370000	0.148784430398101	61	443280	2979344	8436
Tw3	LAC	I	370001	380000	0.0301447834316237	42	61604	2043604	13556
Tw3	LAC	I	380001	390000	0.079065623396372	70	268708	3398544	30056
Tw3	LAC	I	390001	400000	0.0804848067793035	60	232048	2883128	55672
Tw3	LAC	I	400001	410000	0.0620179338120749	52	156696	2526624	20336
Tw3	LAC	I	410001	420000	0.0569164209568416	32	88564	1556036	11324
Tw3	LAC	I	420001	430000	0.0687858175564925	45	136640	1986456	217644
Tw3	LAC	I	430001	440000	0.0839455984087796	47	192452	2292580	9480
Tw3	LAC	I	440001	450000	0.0736750145602795	46	160908	2184024	264976
Tw3	LAC	I	450001	460000	0.1265930191639177	50	307936	2432488	16512
