577	2253	2050	3729	1677	1680	97.98	15072434	941525	I	ptg000030l
3358	106464	3730	106782	103107	103053	99.34	15072434	941525	I	ptg000030l
22300	23841	799502	797932	1542	1571	95.93	15072434	1102746	I	ptg000024l
65192	66754	4096259	4097827	1563	1569	93.02	15072434	6844186	I	ptg000001l
106472	119019	106947	119499	12548	12553	99.63	15072434	941525	I	ptg000030l
119457	121176	119499	121218	1720	1720	99.71	15072434	941525	I	ptg000030l
121179	145023	121463	145278	23845	23816	99.40	15072434	941525	I	ptg000030l
138059	139671	153581	151961	1613	1621	94.83	15072434	941525	I	ptg000030l
145381	185098	145277	185008	39718	39732	99.58	15072434	941525	I	ptg000030l
152067	153687	139924	138312	1621	1613	94.83	15072434	941525	I	ptg000030l
185098	186203	2848366	2849472	1106	1107	99.55	15072434	6844186	I	ptg000001l
185098	187051	1658151	1660085	1954	1935	98.82	15072434	1721811	I	ptg000008l
185098	188582	722344	718873	3485	3472	99.08	15072434	856179	I	ptg000056l
187029	188582	1660101	1661654	1554	1554	100.00	15072434	1721811	I	ptg000008l
187029	188582	770370	768817	1554	1554	100.00	15072434	1936763	I	ptg000020l
188582	264018	185006	260393	75437	75388	99.02	15072434	941525	I	ptg000030l
210648	213072	212513	214904	2425	2392	96.38	15072434	263442	I	ptg000088l
211124	216919	213672	219465	5796	5794	97.68	15072434	583360	I	ptg000005l
213178	216919	215033	218778	3742	3746	97.05	15072434	263442	I	ptg000088l
223392	226751	242401	239109	3360	3293	97.38	15072434	941525	I	ptg000030l
233081	234322	154226	152996	1242	1231	96.05	15072434	364023	I	ptg000007l
233321	236519	298628	301826	3199	3199	98.53	15072434	386828	I	ptg000078l
233613	234623	257891	256881	1011	1011	98.91	15072434	392617	I	ptg000037l
234848	236714	256881	255010	1867	1872	98.61	15072434	392617	I	ptg000037l
236714	237779	254663	253603	1066	1061	98.31	15072434	392617	I	ptg000037l
242680	246040	223159	219874	3361	3286	97.03	15072434	941525	I	ptg000030l
250963	255495	217405	221946	4533	4542	96.04	15072434	583360	I	ptg000005l
250963	255389	216716	221153	4427	4438	95.62	15072434	263442	I	ptg000088l
264018	266372	260738	263092	2355	2355	99.79	15072434	941525	I	ptg000030l
266373	280525	263249	277419	14153	14171	99.46	15072434	941525	I	ptg000030l
280791	282314	277584	279107	1524	1524	95.42	15072434	941525	I	ptg000030l
281448	291696	278706	288903	10249	10198	98.51	15072434	941525	I	ptg000030l
292098	326683	288910	323559	34586	34650	99.48	15072434	941525	I	ptg000030l
316245	317944	314868	316591	1700	1724	95.55	15072434	797900	I	ptg000051l
316246	317985	522883	521117	1740	1767	95.32	15072434	2065558	I	ptg000047l
316248	317896	237258	238923	1649	1666	95.00	15072434	895149	I	ptg000013l
326097	335203	323236	332350	9107	9115	99.18	15072434	941525	I	ptg000030l
328458	329868	75357	76748	1411	1392	94.35	15072434	740888	I	ptg000074l
328469	329868	6010859	6009458	1400	1402	96.15	15072434	6844186	I	ptg000001l
328469	329868	475039	473634	1400	1406	97.65	15072434	1721811	I	ptg000008l
328469	329868	1652811	1654212	1400	1402	95.02	15072434	3323139	I	ptg000017l
